All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PrecedingTitle,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,Apostrophe,POST_IS_PREPOSITION,RELATIONSHIP,POST_IS_SPEAK_VERB,PRE_IS_SPEAK_VERB,INSTANCE_IS_POSITION,INSTANCE_IS_COUNTRY
Guy's,170,./data/train/057.txt,1,170,False,100,100,False,False,100,True,False,True,True,False,False,False,False,False,False
Hospital,171,./data/train/057.txt,1,171,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Medical,172,./data/train/057.txt,1,172,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
School,173,./data/train/057.txt,1,173,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
University,174,./data/train/057.txt,1,174,False,100,100,False,False,100,True,False,True,False,True,False,False,False,False,False
London;,176,./data/train/057.txt,1,176,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Oriel,177,./data/train/057.txt,1,177,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
College,178,./data/train/057.txt,1,178,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Oxford;,179,./data/train/057.txt,1,179,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Switzerland,182,./data/train/057.txt,1,182,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Scotland,192,./data/train/057.txt,1,192,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Northern,195,./data/train/057.txt,1,195,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Ireland,196,./data/train/057.txt,1,196,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
China,1,./data/train/058.txt,1,1,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
China,14,./data/train/058.txt,1,14,False,1,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Foreign,29,./data/train/058.txt,1,29,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Jack,31,./data/train/058.txt,1,31,False,100,1,False,False,1,False,False,True,False,False,False,False,False,False,False
Straw,32,./data/train/058.txt,1,32,False,100,0,False,False,2,False,False,True,False,False,False,False,False,False,False
China's,44,./data/train/058.txt,1,44,False,100,100,False,False,100,True,False,False,True,False,False,False,False,False,False
Tiananmen,49,./data/train/058.txt,1,49,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Square,50,./data/train/058.txt,1,50,False,100,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Straw,52,./data/train/058.txt,1,52,False,100,0,False,False,100,True,False,True,False,False,False,True,False,False,False
Commons,55,./data/train/058.txt,1,55,False,2,0,False,True,100,True,False,False,False,False,False,False,False,False,False
China,62,./data/train/058.txt,1,62,False,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
China,72,./data/train/058.txt,1,72,False,1,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Zimbabwe,81,./data/train/058.txt,1,81,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Burma,83,./data/train/058.txt,1,83,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
EU's,106,./data/train/058.txt,1,106,False,4,1,False,True,100,False,False,True,True,False,False,False,False,False,False
Beijing,114,./data/train/058.txt,1,114,False,2,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Cold,124,./data/train/058.txt,1,124,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
War,125,./data/train/058.txt,1,125,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
German,126,./data/train/058.txt,1,126,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,True
Gerhard,128,./data/train/058.txt,1,128,False,100,100,False,False,1,False,False,True,False,False,False,False,False,False,False
Schroeder,129,./data/train/058.txt,1,129,False,100,100,False,False,2,False,False,True,False,False,False,False,False,False,False
French,131,./data/train/058.txt,1,131,False,100,3,False,False,4,False,False,True,False,False,False,False,False,False,False
Jacques,133,./data/train/058.txt,1,133,False,100,1,False,False,1,False,False,True,False,False,False,False,False,False,False
Chirac,134,./data/train/058.txt,1,134,False,100,0,False,False,2,False,False,True,False,False,False,False,False,False,False
Straw,156,./data/train/058.txt,1,156,False,100,0,False,False,100,True,False,True,False,False,False,True,False,False,False
China's,168,./data/train/058.txt,1,168,False,1,2,False,False,100,False,False,False,True,False,False,False,False,False,False
Burma,177,./data/train/058.txt,1,177,False,100,2,False,False,100,True,False,False,False,False,False,False,False,False,False
Zimbabwe,179,./data/train/058.txt,1,179,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Strategic,195,./data/train/058.txt,1,195,False,5,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Export,196,./data/train/058.txt,1,196,False,100,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Controls,197,./data/train/058.txt,1,197,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Luxembourg,222,./data/train/058.txt,1,222,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
China,263,./data/train/058.txt,1,263,False,1,2,False,False,100,True,False,False,False,False,False,False,False,False,False
Straw,269,./data/train/058.txt,1,269,False,3,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Washington's,296,./data/train/058.txt,1,296,False,3,1,False,False,100,False,False,False,True,False,False,False,False,False,False
Washington,335,./data/train/058.txt,1,335,False,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
China,354,./data/train/058.txt,1,354,False,3,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Taiwan,360,./data/train/058.txt,1,360,False,5,2,False,False,100,False,False,True,False,False,False,False,False,False,True
Undersecretary,383,./data/train/058.txt,1,383,False,3,100,False,False,100,False,False,True,False,True,False,False,False,False,False
State,385,./data/train/058.txt,1,385,False,5,2,False,False,100,False,False,True,False,False,False,False,False,False,False
John,386,./data/train/058.txt,1,386,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Bolton,387,./data/train/058.txt,1,387,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Fears,22,./data/train/059.txt,1,22,False,2,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Electoral,41,./data/train/059.txt,1,41,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Even,235,./data/train/059.txt,1,235,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
House,287,./data/train/059.txt,1,287,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Commons,289,./data/train/059.txt,1,289,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Parliament,291,./data/train/059.txt,1,291,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Parliament,293,./data/train/059.txt,1,293,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Welsh,294,./data/train/059.txt,1,294,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Assembly,295,./data/train/059.txt,1,295,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Northern,297,./data/train/059.txt,1,297,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Ireland,298,./data/train/059.txt,1,298,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Assembly,299,./data/train/059.txt,1,299,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Electoral,411,./data/train/059.txt,1,411,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Sam,414,./data/train/059.txt,1,414,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Younger,415,./data/train/059.txt,1,415,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Cardinal,0,./data/train/060.txt,1,0,False,100,3,False,False,100,False,False,False,False,False,False,False,False,True,False
Iraq,2,./data/train/060.txt,1,2,False,100,1,False,False,2,False,False,False,False,False,False,False,False,False,False
Billions,5,./data/train/060.txt,1,5,False,1,2,False,False,5,False,False,False,False,True,False,False,False,False,False
Iraq,12,./data/train/060.txt,1,12,False,4,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Middle,16,./data/train/060.txt,1,16,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
East,17,./data/train/060.txt,1,17,False,100,0,False,False,100,True,False,True,False,False,False,False,False,False,False
Cardinal,25,./data/train/060.txt,1,25,False,2,2,False,False,100,False,False,True,False,False,False,False,False,True,False
Cormac,26,./data/train/060.txt,1,26,False,3,1,False,False,1,False,False,True,False,False,False,False,False,False,False
Murphy-O'Connor,27,./data/train/060.txt,1,27,False,4,0,False,False,2,False,False,True,False,False,False,False,False,False,False
Catholic,34,./data/train/060.txt,1,34,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Church,35,./data/train/060.txt,1,35,False,4,100,False,False,100,False,False,True,False,True,False,False,False,False,False
England,37,./data/train/060.txt,1,37,False,100,2,False,False,100,True,False,False,False,False,False,False,False,False,False
BBC,44,./data/train/060.txt,1,44,False,4,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Radio,45,./data/train/060.txt,1,45,False,5,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Christmas,54,./data/train/060.txt,1,54,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Midnight,55,./data/train/060.txt,1,55,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Mass,56,./data/train/060.txt,1,56,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Christmas,61,./data/train/060.txt,1,61,False,100,1,False,True,100,True,False,False,False,False,False,False,False,False,False
Iraq,68,./data/train/060.txt,1,68,False,5,3,False,False,100,True,False,False,False,False,False,False,False,False,False
Canterbury,80,./data/train/060.txt,1,80,False,100,0,False,False,2,False,False,False,False,False,False,False,False,False,False
Speaking,88,./data/train/060.txt,1,88,False,5,100,False,False,100,False,False,False,False,True,False,False,False,False,False
BBC,90,./data/train/060.txt,1,90,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Radio,91,./data/train/060.txt,1,91,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Thought,93,./data/train/060.txt,1,93,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Day,96,./data/train/060.txt,1,96,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Westminster,208,./data/train/060.txt,1,208,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Cathedral,209,./data/train/060.txt,1,209,False,100,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Iraq,237,./data/train/060.txt,1,237,False,3,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Holy,241,./data/train/060.txt,1,241,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Land,242,./data/train/060.txt,1,242,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Christmas,271,./data/train/060.txt,1,271,False,5,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Christians,275,./data/train/060.txt,1,275,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Iraq,277,./data/train/060.txt,1,277,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Holy,281,./data/train/060.txt,1,281,False,100,0,False,False,100,True,True,True,False,False,False,False,False,False,False
Land,282,./data/train/060.txt,1,282,False,100,3,False,False,100,True,True,True,False,False,False,False,False,False,False
Africa,288,./data/train/060.txt,1,288,False,2,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Cardinal,309,./data/train/060.txt,1,309,False,5,100,False,False,100,False,False,False,False,False,False,False,False,True,False
Canterbury,313,./data/train/060.txt,1,313,False,100,100,False,False,4,False,False,True,False,False,False,False,False,False,False
Rowan,315,./data/train/060.txt,1,315,False,100,100,False,False,4,False,False,True,False,False,False,False,False,False,False
Williams,316,./data/train/060.txt,1,316,False,100,100,False,False,5,False,False,True,False,False,False,False,False,False,False
Iraq,328,./data/train/060.txt,1,328,False,2,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Williams,334,./data/train/060.txt,1,334,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Cardinal,364,./data/train/060.txt,1,364,False,100,0,False,False,100,False,False,False,False,False,False,False,False,True,False
Downing,422,./data/train/060.txt,1,422,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Street,423,./data/train/060.txt,1,423,False,1,1,False,False,100,False,False,True,False,False,False,False,True,False,False
Prime,430,./data/train/060.txt,1,430,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Tony,432,./data/train/060.txt,1,432,False,4,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,433,./data/train/060.txt,1,433,False,5,1,False,False,1,False,False,True,False,False,False,False,False,False,False
Africa,439,./data/train/060.txt,1,439,False,1,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Muslims,0,./data/train/062.txt,1,0,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Issues,4,./data/train/062.txt,1,4,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslims,6,./data/train/062.txt,1,6,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslim,32,./data/train/062.txt,1,32,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Association,33,./data/train/062.txt,1,33,False,4,100,False,False,100,False,False,True,False,True,False,False,False,False,False
Muslim,39,./data/train/062.txt,1,39,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Last,50,./data/train/062.txt,1,50,False,3,100,False,False,100,True,False,False,False,False,False,False,False,False,False
MAB,52,./data/train/062.txt,1,52,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Iraq,58,./data/train/062.txt,1,58,False,100,3,False,False,100,True,False,False,False,False,False,False,False,False,False
Muslims,60,./data/train/062.txt,1,60,False,100,1,False,False,100,True,False,False,False,False,False,False,False,False,False
Labour,65,./data/train/062.txt,1,65,False,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Muslims,98,./data/train/062.txt,1,98,False,2,0,False,False,100,False,False,False,False,True,False,False,False,False,False
MAB,102,./data/train/062.txt,1,102,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Azzam,105,./data/train/062.txt,1,105,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Tamimi,106,./data/train/062.txt,1,106,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Muslims,117,./data/train/062.txt,1,117,False,1,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslims,119,./data/train/062.txt,1,119,False,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Tamimi,141,./data/train/062.txt,1,141,False,4,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Muslims,146,./data/train/062.txt,1,146,False,4,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Iraq,158,./data/train/062.txt,1,158,False,5,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Muslims,168,./data/train/062.txt,1,168,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Approximately,178,./data/train/062.txt,1,178,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslims,184,./data/train/062.txt,1,184,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Previous,189,./data/train/062.txt,1,189,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,200,./data/train/062.txt,1,200,False,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Labour,207,./data/train/062.txt,1,207,False,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslim,216,./data/train/062.txt,1,216,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Anger,218,./data/train/062.txt,1,218,False,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Iraq,223,./data/train/062.txt,1,223,False,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Representatives,237,./data/train/062.txt,1,237,False,2,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Muslim,242,./data/train/062.txt,1,242,False,100,1,False,False,100,True,False,False,False,False,False,False,False,False,False
Among,248,./data/train/062.txt,1,248,False,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslim,253,./data/train/062.txt,1,253,False,2,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Council,254,./data/train/062.txt,1,254,False,3,100,False,False,100,False,False,True,False,True,False,False,False,False,False
MCB's,262,./data/train/062.txt,1,262,False,100,100,False,False,100,False,False,False,True,False,False,False,False,False,False
Sher,266,./data/train/062.txt,1,266,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Khan,267,./data/train/062.txt,1,267,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
Iraq,272,./data/train/062.txt,1,272,False,4,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Muslims',279,./data/train/062.txt,1,279,False,5,3,False,False,100,True,False,False,True,False,False,False,False,False,False
Khan,304,./data/train/062.txt,1,304,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
John,308,./data/train/062.txt,1,308,False,100,100,False,False,1,False,False,True,False,False,False,False,False,False,False
Curtice,309,./data/train/062.txt,1,309,False,100,100,False,False,2,False,False,True,False,True,False,False,False,False,False
University,312,./data/train/062.txt,1,312,False,100,2,False,False,5,False,False,False,False,True,False,False,False,False,False
Strathclyde,314,./data/train/062.txt,1,314,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslims,324,./data/train/062.txt,1,324,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,332,./data/train/062.txt,1,332,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslim,338,./data/train/062.txt,1,338,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Curtice,356,./data/train/062.txt,1,356,True,100,100,False,False,1,False,False,True,False,False,False,False,False,False,False
Labour,361,./data/train/062.txt,1,361,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslim,368,./data/train/062.txt,1,368,False,3,2,False,True,100,True,False,False,False,False,False,False,False,False,False
Bethnal,372,./data/train/062.txt,1,372,False,1,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Green,373,./data/train/062.txt,1,373,False,2,100,False,False,100,False,False,True,False,True,False,False,False,False,False
London,376,./data/train/062.txt,1,376,False,5,100,False,False,100,True,False,False,False,False,False,False,False,False,True
Rochdale,378,./data/train/062.txt,1,378,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Lancashire,380,./data/train/062.txt,1,380,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Bethnal,384,./data/train/062.txt,1,384,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Green,385,./data/train/062.txt,1,385,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,387,./data/train/062.txt,1,387,False,100,100,False,False,100,False,True,True,False,False,False,False,False,False,False
George,389,./data/train/062.txt,1,389,False,100,100,False,False,1,False,True,True,False,False,False,False,False,False,False
Galloway,390,./data/train/062.txt,1,390,False,100,100,False,False,2,False,True,True,False,False,False,False,False,False,False
Respect,396,./data/train/062.txt,1,396,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Oona,402,./data/train/062.txt,1,402,False,5,2,False,False,1,False,True,True,False,False,False,False,False,False,False
King,403,./data/train/062.txt,1,403,False,100,1,False,False,2,False,True,True,False,False,False,False,False,False,False
Rochdale,412,./data/train/062.txt,1,412,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Liberal,414,./data/train/062.txt,1,414,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Democrats,415,./data/train/062.txt,1,415,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
ICM,422,./data/train/062.txt,1,422,False,100,1,False,False,100,True,False,False,False,False,False,False,False,False,False
Muslim,429,./data/train/062.txt,1,429,False,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,432,./data/train/062.txt,1,432,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour's,448,./data/train/062.txt,1,448,False,100,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Lorna,449,./data/train/062.txt,1,449,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Fitzsimons,450,./data/train/062.txt,1,450,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Curtice,453,./data/train/062.txt,1,453,True,100,0,False,False,1,False,False,True,False,False,False,True,False,False,False
Muslim,456,./data/train/062.txt,1,456,False,2,2,False,False,4,False,False,False,False,False,False,False,False,False,False
Liberal,464,./data/train/062.txt,1,464,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Democrats,465,./data/train/062.txt,1,465,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Respect,467,./data/train/062.txt,1,467,False,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Ironically,477,./data/train/062.txt,1,477,False,100,2,False,False,100,True,False,False,False,False,False,False,False,False,False
Tories,479,./data/train/062.txt,1,479,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,485,./data/train/062.txt,1,485,False,4,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Tamimi,498,./data/train/062.txt,1,498,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
MAB's,500,./data/train/062.txt,1,500,False,1,1,False,False,100,False,False,False,True,False,False,False,True,False,False
Tories,507,./data/train/062.txt,1,507,False,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,515,./data/train/062.txt,1,515,False,1,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Muslims,532,./data/train/062.txt,1,532,False,5,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Labour,540,./data/train/062.txt,1,540,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Tamimi,566,./data/train/062.txt,1,566,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Drive,0,./data/train/063.txt,1,0,False,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Efforts,5,./data/train/063.txt,1,5,False,4,2,False,False,100,False,False,False,False,False,False,False,False,False,False
Christmas,15,./data/train/063.txt,1,15,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Day,16,./data/train/063.txt,1,16,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
New,18,./data/train/063.txt,1,18,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Year's,19,./data/train/063.txt,1,19,False,100,2,False,False,100,True,False,True,True,False,False,False,False,False,False
Day,20,./data/train/063.txt,1,20,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Support,21,./data/train/063.txt,1,21,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Scotland,35,./data/train/063.txt,1,35,False,5,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Christmas,39,./data/train/063.txt,1,39,False,3,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Day,40,./data/train/063.txt,1,40,False,4,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Usdaw,45,./data/train/063.txt,1,45,False,100,0,False,True,100,False,False,True,False,False,False,False,False,False,False
MSP,61,./data/train/063.txt,1,61,False,4,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Karen,62,./data/train/063.txt,1,62,False,5,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Whitefield,63,./data/train/063.txt,1,63,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Christmas,98,./data/train/063.txt,1,98,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Day,99,./data/train/063.txt,1,99,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
New,101,./data/train/063.txt,1,101,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Year's,102,./data/train/063.txt,1,102,False,100,100,False,False,100,True,False,True,True,False,False,False,False,False,False
Day,103,./data/train/063.txt,1,103,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Whitefield,105,./data/train/063.txt,1,105,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Usdaw,155,./data/train/063.txt,1,155,False,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
John,158,./data/train/063.txt,1,158,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Hannett,159,./data/train/063.txt,1,159,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Christmas,161,./data/train/063.txt,1,161,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Day,162,./data/train/063.txt,1,162,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
New,164,./data/train/063.txt,1,164,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Year's,165,./data/train/063.txt,1,165,False,100,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Day,166,./data/train/063.txt,1,166,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Scotland,173,./data/train/063.txt,1,173,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Karen,202,./data/train/063.txt,1,202,True,1,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Christmas,240,./data/train/063.txt,1,240,False,100,100,False,True,100,True,False,False,False,False,False,False,False,False,False
New,242,./data/train/063.txt,1,242,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Year's,243,./data/train/063.txt,1,243,False,100,3,False,False,100,True,False,True,True,False,False,False,False,False,False
Day,244,./data/train/063.txt,1,244,False,100,2,False,False,100,True,False,True,False,False,False,False,False,False,False
Trading,245,./data/train/063.txt,1,245,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Bill,246,./data/train/063.txt,1,246,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,0,./data/train/064.txt,1,0,True,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
Turkey-EU,2,./data/train/064.txt,1,2,False,100,1,False,False,100,False,False,False,False,False,False,False,False,False,False
Tony,5,./data/train/064.txt,1,5,False,1,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,6,./data/train/064.txt,1,6,False,2,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Turkey,12,./data/train/064.txt,1,12,False,2,3,False,False,100,True,False,False,False,False,False,False,False,False,False
Blair,29,./data/train/064.txt,1,29,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Turkish,36,./data/train/064.txt,1,36,False,5,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Leaving,43,./data/train/064.txt,1,43,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Brussels,45,./data/train/064.txt,1,45,False,100,3,False,True,100,True,False,False,False,False,False,False,False,False,False
Blair,48,./data/train/064.txt,1,48,False,100,0,False,False,100,True,False,True,False,False,False,True,False,False,False
Turkey,52,./data/train/064.txt,1,52,False,3,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Muslim,55,./data/train/064.txt,1,55,False,2,1,False,True,100,True,False,False,False,False,False,False,False,False,False
Ankara,71,./data/train/064.txt,1,71,False,5,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Turkey,78,./data/train/064.txt,1,78,False,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Cyprus,81,./data/train/064.txt,1,81,False,2,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Turkish,95,./data/train/064.txt,1,95,False,100,3,False,False,100,True,False,False,False,False,False,False,False,False,False
Recep,97,./data/train/064.txt,1,97,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Erdogan,98,./data/train/064.txt,1,98,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Turkey,114,./data/train/064.txt,1,114,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Blair,127,./data/train/064.txt,1,127,False,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
