,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
443,Mr Brown,143,./data/train/./260.txt,2,142,True,4,2,3,2,True,False,False,100,False,False,False,False
444,Mr Brown,184,./data/train/./260.txt,2,183,True,100,1,2,100,True,False,False,100,False,False,False,False
445,Mr Brown,204,./data/train/./260.txt,2,203,True,100,0,3,0,True,False,False,100,False,False,False,False
446,Mr Blair,216,./data/train/./260.txt,2,215,True,1,1,2,1,True,False,False,100,False,False,False,False
447,Mr Milburn,270,./data/train/./260.txt,2,269,True,3,0,5,1,True,False,False,100,False,False,False,False
448,Liam Fox,293,./data/train/./260.txt,2,292,True,100,100,4,1,False,False,False,100,False,False,False,False
449,Robert Pestons,358,./data/train/./260.txt,2,357,True,3,100,2,100,False,False,False,100,True,False,False,False
450,Mr Blair,362,./data/train/./260.txt,2,361,True,100,0,100,2,True,False,False,100,False,False,False,False
451,Paul Flynn,403,./data/train/./260.txt,2,402,True,100,0,100,1,False,False,False,100,False,False,True,False
452,Mr Prescott,419,./data/train/./260.txt,2,418,True,100,0,100,100,True,False,False,100,False,False,False,False
453,Mr Prescott,443,./data/train/./260.txt,2,442,True,2,100,4,1,True,False,False,100,False,False,False,False
454,Mr Brown,456,./data/train/./260.txt,2,455,True,1,1,4,0,True,False,False,100,False,False,False,False
455,Mr Blair,475,./data/train/./260.txt,2,474,True,5,100,3,0,True,False,False,100,False,False,False,False
456,Mr Peston,498,./data/train/./260.txt,2,497,True,1,2,3,3,True,False,False,100,False,False,False,False
457,Mr Prescott,500,./data/train/./260.txt,2,499,True,3,0,5,1,True,False,False,100,False,False,True,False
458,Tony Blair,40,./data/train/./258.txt,2,39,True,1,100,1,0,False,False,False,100,False,False,False,False
459,Gordon Brown,43,./data/train/./258.txt,2,42,True,4,1,1,0,False,False,False,100,False,False,False,False
460,Paul Flynn,168,./data/train/./258.txt,2,167,True,100,2,3,2,False,False,False,100,True,False,True,False
461,Stephen Pound,228,./data/train/./258.txt,2,227,True,100,100,3,1,False,False,False,100,False,False,False,False
462,Mr Brown,301,./data/train/./258.txt,2,300,True,4,100,1,1,True,False,False,100,False,False,False,False
463,Alan Milburn,307,./data/train/./258.txt,2,306,True,100,100,3,1,False,False,False,100,False,True,False,False
464,Mr Browns,321,./data/train/./258.txt,2,320,True,5,100,1,2,True,False,False,100,True,False,False,False
465,John Prescott,329,./data/train/./258.txt,2,328,True,100,100,4,0,False,False,False,3,False,False,True,False
466,Mr Prescott,378,./data/train/./258.txt,2,377,True,100,2,3,2,True,False,False,100,False,False,True,False
467,Mr Blair,393,./data/train/./258.txt,2,392,True,2,100,2,0,True,False,False,100,False,False,False,False
468,Mr Brown,396,./data/train/./258.txt,2,395,True,5,100,1,0,True,False,False,100,False,False,False,False
469,Mr Brown,465,./data/train/./258.txt,2,464,True,100,0,1,0,True,False,False,100,False,False,False,False
470,Robert Jackson,14,./data/train/./270.txt,2,13,True,100,100,5,0,False,False,False,100,False,False,False,False
471,Michael Howards,25,./data/train/./270.txt,2,24,True,2,100,2,2,False,False,False,100,False,False,False,False
472,Mr Howard,46,./data/train/./270.txt,2,45,True,100,0,4,0,True,False,False,100,True,False,False,False
473,Mr Howard,80,./data/train/./270.txt,2,79,True,4,0,1,0,True,False,False,100,True,False,False,False
474,Oliver Letwin,126,./data/train/./270.txt,2,125,True,100,0,3,0,False,False,False,1,False,False,True,False
475,Mr Howard,147,./data/train/./270.txt,2,146,True,100,0,4,2,True,False,False,100,False,False,True,False
476,Mr Blair,234,./data/train/./270.txt,2,233,True,5,1,1,0,True,False,False,100,True,True,False,False
477,Robert Jackson,310,./data/train/./270.txt,2,309,True,4,2,1,2,False,False,False,100,False,False,False,False
478,Mr Howard,337,./data/train/./270.txt,2,336,True,100,1,4,1,True,False,False,100,False,False,False,False
479,Robert Jackson,353,./data/train/./270.txt,2,352,True,100,100,1,0,False,False,False,100,False,False,False,False
480,Robert Jackson,367,./data/train/./270.txt,2,366,True,4,100,1,1,False,False,False,100,True,False,False,False
481,Mr Howard,431,./data/train/./270.txt,2,430,True,4,0,1,0,True,False,False,100,False,False,False,False
482,Mr Howard,443,./data/train/./270.txt,2,442,True,2,0,100,1,True,False,False,100,False,False,False,False
483,Tony Blairs,6,./data/train/./264.txt,2,5,True,3,2,3,2,False,False,False,100,False,False,False,False
484,Gordon Brown,106,./data/train/./264.txt,2,105,True,100,2,2,0,False,False,False,1,False,False,True,False
485,Mr Brown,434,./data/train/./264.txt,2,433,True,5,3,1,0,True,False,False,100,False,False,False,False
486,Gordon Brown,554,./data/train/./264.txt,2,553,True,100,0,1,0,False,False,False,100,False,False,False,False
487,Mr Blairs,594,./data/train/./264.txt,2,593,True,100,1,2,1,True,False,False,100,True,False,True,False
488,Tony Blair,5,./data/train/./099.txt,2,4,True,100,0,100,1,False,False,False,100,False,False,False,False
489,Gordon Brown,43,./data/train/./099.txt,2,42,True,100,100,1,0,False,False,False,100,False,False,False,False
490,Mr Brown,77,./data/train/./099.txt,2,76,True,3,0,2,0,True,False,False,100,False,False,False,False
491,Mr Brown,113,./data/train/./099.txt,2,112,True,100,100,1,0,True,False,False,100,False,False,False,False
492,Mr Blair,121,./data/train/./099.txt,2,120,True,100,0,3,0,True,False,False,100,False,False,True,False
493,Mr Blair,161,./data/train/./099.txt,2,160,True,100,0,2,0,True,False,False,100,True,False,True,False
494,Mr Brown,248,./data/train/./099.txt,2,247,True,100,100,1,0,True,False,False,100,False,False,False,False
495,Michael Howard,264,./data/train/./099.txt,2,263,True,100,100,2,0,False,False,False,100,False,False,False,False
496,John Redwood,268,./data/train/./099.txt,2,267,True,100,100,2,0,False,False,False,100,False,False,False,False
497,Robert Preston,331,./data/train/./099.txt,2,330,True,100,100,1,1,False,False,False,100,False,False,True,False
498,Mr Blair,338,./data/train/./099.txt,2,337,True,100,0,1,3,True,False,False,100,False,False,False,False
499,Mr Brown,341,./data/train/./099.txt,2,340,True,1,3,4,0,True,False,False,100,False,False,False,False
500,Mr Brown,375,./data/train/./099.txt,2,374,True,100,0,1,0,True,False,False,100,False,False,False,False
501,Mr Pestons,381,./data/train/./099.txt,2,380,True,4,0,2,2,True,False,False,100,False,False,False,False
502,Mr Brown,386,./data/train/./099.txt,2,385,True,2,0,1,100,True,False,False,100,False,False,False,False
503,Mr Blair,389,./data/train/./099.txt,2,388,True,1,1,4,1,True,False,False,100,False,False,False,False
504,Mr Blair,408,./data/train/./099.txt,2,407,True,5,100,100,100,True,False,False,100,False,False,True,False
505,Mr Brown,412,./data/train/./099.txt,2,411,True,100,0,100,1,True,False,False,100,False,False,False,False
506,Charles Clarke,6,./data/train/./072.txt,2,5,True,100,0,2,1,False,False,False,100,True,False,False,False
507,Mr Clarke,41,./data/train/./072.txt,2,40,True,100,1,1,1,True,False,False,100,False,False,False,False
508,Lord Strathclyde,67,./data/train/./072.txt,2,66,True,2,100,4,2,True,False,False,100,True,False,True,False
509,Mr Clarke,138,./data/train/./072.txt,2,137,True,100,3,1,0,True,False,False,100,False,False,True,False
510,Lord Strathclyde,202,./data/train/./072.txt,2,201,True,100,100,2,2,True,False,False,100,False,False,False,False
511,Mr Clarke,250,./data/train/./072.txt,2,249,True,100,0,4,100,True,False,False,100,False,False,True,False
512,Mr Clarkes,328,./data/train/./072.txt,2,327,True,100,0,2,2,True,False,False,100,True,False,True,False
513,David Davies,363,./data/train/./072.txt,2,362,True,100,0,100,1,False,False,False,100,False,False,False,False
514,Mark Oaten,419,./data/train/./072.txt,2,418,True,3,100,4,0,False,False,False,100,False,False,True,False
515,Andrew Marr,488,./data/train/./072.txt,2,487,True,100,2,100,3,False,False,False,100,False,False,False,False
516,David Blunketts,22,./data/train/./112.txt,2,21,True,100,100,1,1,False,False,False,100,False,False,False,False
517,Mr Blunkett,38,./data/train/./112.txt,2,37,True,1,0,3,0,True,False,False,100,False,False,False,False
518,Kimberly Quinn,64,./data/train/./112.txt,2,63,True,5,100,4,3,False,False,False,100,False,False,False,False
519,Mr Blunkett,90,./data/train/./112.txt,2,89,True,100,100,3,1,True,False,False,100,True,False,True,False
520,Mrs Quinns,109,./data/train/./112.txt,2,108,True,100,2,1,2,True,False,False,100,True,False,False,False
521,Mr Blunketts,123,./data/train/./112.txt,2,122,True,1,3,100,1,True,False,False,100,False,False,False,False
522,Mr Blunkett,178,./data/train/./112.txt,2,177,True,1,0,4,0,True,False,False,100,True,False,False,False
523,Mrs Quinns,191,./data/train/./112.txt,2,190,True,1,100,2,2,True,False,False,100,False,False,False,False
524,Mrs Quinn,207,./data/train/./112.txt,2,206,True,100,100,1,2,True,False,False,100,False,False,True,False
525,Mr Blunkett,221,./data/train/./112.txt,2,220,True,3,100,1,0,True,False,False,100,False,False,False,False
526,Mr Blunkett,233,./data/train/./112.txt,2,232,True,1,0,100,0,True,False,False,100,False,False,False,False
527,Mr Blair,249,./data/train/./112.txt,2,248,True,1,0,100,0,True,False,False,100,False,False,False,False
528,Gordon Brown,264,./data/train/./112.txt,2,263,True,2,0,100,0,False,False,False,1,False,False,True,False
529,David Blunketts,316,./data/train/./112.txt,2,315,True,100,100,1,1,False,False,False,100,False,False,False,False
530,Mr Blunkett,325,./data/train/./112.txt,2,324,True,1,0,3,0,True,False,False,100,False,False,False,False
531,Mr Blunkett,365,./data/train/./112.txt,2,364,True,1,0,3,1,True,False,False,100,False,False,False,False
532,Stephen Pound,9,./data/train/./113.txt,2,8,True,4,0,100,0,False,False,False,1,False,False,True,False
533,Mr Pound,39,./data/train/./113.txt,2,38,True,100,100,1,0,True,False,False,100,False,False,False,False
534,Mr Pound,70,./data/train/./113.txt,2,69,True,1,100,1,0,True,False,False,100,True,False,False,False
535,Mr Pound,88,./data/train/./113.txt,2,87,True,100,0,3,1,True,False,False,100,True,False,False,False
536,Mr Pound,112,./data/train/./113.txt,2,111,True,3,1,2,0,True,False,False,100,False,True,False,False
537,Mr Pound,214,./data/train/./113.txt,2,213,True,3,0,3,1,True,False,False,100,False,False,False,False
538,Mr Pound,307,./data/train/./113.txt,2,306,True,100,0,2,1,True,False,False,100,False,False,False,False
539,Lord Falconer,47,./data/train/./067.txt,2,46,True,2,100,2,1,True,False,False,100,False,False,False,False
540,Lord Falconer,106,./data/train/./067.txt,2,105,True,4,0,3,100,True,False,False,100,False,False,False,False
541,Lord Falconer,285,./data/train/./067.txt,2,284,True,100,2,4,3,True,False,False,100,False,False,False,False
542,John Ison,335,./data/train/./067.txt,2,334,True,100,100,4,0,False,False,False,100,False,False,False,False
543,Jim Parton,361,./data/train/./067.txt,2,360,True,100,2,4,0,False,False,False,100,False,False,False,False
544,Mr Parton,417,./data/train/./067.txt,2,416,True,2,0,3,1,True,False,False,100,False,False,False,False
545,Margaret Hodge,427,./data/train/./067.txt,2,426,True,4,1,3,0,False,False,False,1,False,False,True,False
546,Theresa May,468,./data/train/./067.txt,2,467,True,2,100,3,2,False,False,False,100,False,False,False,False
547,Lord Dubs,65,./data/train/./073.txt,2,64,True,1,1,2,1,True,False,False,100,False,False,True,False
548,Lord Falconer,86,./data/train/./073.txt,2,85,True,100,3,3,1,True,False,False,100,False,False,True,False
549,Lord Dubs,115,./data/train/./073.txt,2,114,True,2,0,1,0,True,False,False,100,False,False,False,False
550,Lord Falconer,129,./data/train/./073.txt,2,128,True,100,0,2,1,True,False,False,100,False,False,False,False
551,Lord Dubs,205,./data/train/./073.txt,2,204,True,2,3,1,3,True,False,False,100,False,False,False,False
552,Lord Dubs,224,./data/train/./073.txt,2,223,True,100,1,2,1,True,False,False,100,True,False,True,False
553,Michael Scott-Joynt,353,./data/train/./073.txt,2,352,True,100,0,3,1,False,False,False,100,False,False,True,False
554,Rhona Brankin,55,./data/train/./098.txt,2,54,True,100,0,100,0,False,False,False,3,False,False,True,False
555,Nicola Sturgeon,66,./data/train/./098.txt,2,65,True,100,0,5,1,False,False,False,100,False,False,False,False
556,Margaret Cuthbert,157,./data/train/./098.txt,2,156,True,100,3,1,100,False,False,False,100,False,False,True,False
557,Ms Brankin,160,./data/train/./098.txt,2,159,True,100,0,4,100,True,False,False,100,False,False,True,False
558,Ms Sturgeon,261,./data/train/./098.txt,2,260,True,2,0,5,1,True,False,False,100,False,False,False,False
559,John Redwood,66,./data/train/./265.txt,2,65,True,100,0,4,3,False,False,False,100,False,False,False,False
560,Mr Redwood,137,./data/train/./265.txt,2,136,True,100,3,2,3,True,False,False,100,False,False,False,False
561,Mr Blair,140,./data/train/./265.txt,2,139,True,100,0,5,0,True,False,False,100,False,False,False,False
562,Michael Howard,179,./data/train/./265.txt,2,178,True,100,0,100,1,False,False,False,100,False,False,False,False
563,Paul Boateng,267,./data/train/./265.txt,2,266,True,3,100,2,1,False,False,False,5,False,False,True,False
564,Michael Howard,8,./data/train/./271.txt,2,7,True,100,0,100,1,False,False,False,100,False,False,False,False
565,Robert Jackson,61,./data/train/./271.txt,2,60,True,100,3,2,0,False,False,False,100,False,False,True,False
566,Mr Howard,68,./data/train/./271.txt,2,67,True,2,0,2,1,True,False,False,100,True,False,True,False
567,Mr Jackson,104,./data/train/./271.txt,2,103,True,100,2,1,1,True,False,False,100,True,False,False,False
568,Mr Howard,159,./data/train/./271.txt,2,158,True,4,3,3,1,True,False,False,100,False,False,False,False
569,Mr Howard,207,./data/train/./271.txt,2,206,True,3,3,4,3,True,False,False,100,False,False,False,False
570,Mr Howard,275,./data/train/./271.txt,2,274,True,100,0,3,0,True,False,False,100,False,False,False,False
571,David James,311,./data/train/./271.txt,2,310,True,100,3,3,100,False,False,False,100,False,False,True,False
572,Mr James,367,./data/train/./271.txt,2,366,True,2,100,1,100,True,False,False,100,False,False,False,False
573,Mr Howard,370,./data/train/./271.txt,2,369,True,5,100,4,2,True,False,False,100,False,False,False,False
574,Mr Blair,396,./data/train/./271.txt,2,395,True,5,1,1,0,True,False,False,100,True,True,False,False
575,Paul Boateng,423,./data/train/./271.txt,2,422,True,100,100,100,2,False,False,False,3,False,False,True,False
576,Charles Kennedy,467,./data/train/./271.txt,2,466,True,100,2,100,2,False,False,False,100,False,False,False,False
577,Michael Howards,477,./data/train/./271.txt,2,476,True,3,100,1,1,False,False,False,100,True,False,False,False
578,Mr Bell,112,./data/train/./259.txt,2,111,True,100,1,100,0,True,False,False,100,False,True,False,False
579,Bernard Ingham,163,./data/train/./259.txt,2,162,True,100,3,4,100,False,False,False,100,False,False,True,False
580,Margaret Thatchers,165,./data/train/./259.txt,2,164,True,100,1,100,100,False,False,False,100,False,False,True,False
581,Sir Bernard,200,./data/train/./259.txt,2,199,True,1,100,4,0,True,False,False,100,False,False,False,False
582,Bruce Forsyths,258,./data/train/./259.txt,2,257,True,5,100,1,1,False,False,False,100,True,False,False,False
583,Bill Oddie,262,./data/train/./259.txt,2,261,True,100,100,1,0,False,False,False,100,True,False,False,False
584,John Sergeant,323,./data/train/./259.txt,2,322,True,100,100,4,0,False,False,False,100,False,False,False,False
585,Lorraine Kelly,328,./data/train/./259.txt,2,327,True,100,100,3,1,False,False,False,100,False,False,False,False
586,Nicki Chapman,332,./data/train/./259.txt,2,331,True,100,100,1,2,False,False,False,100,False,False,False,False
587,Kelvin MacKenzie,343,./data/train/./259.txt,2,342,True,1,100,1,0,False,False,False,100,False,False,False,False
588,Simon Cowell,347,./data/train/./259.txt,2,346,True,5,100,1,3,False,False,False,100,True,False,True,False
589,Kevin Donnellon,381,./data/train/./259.txt,2,380,True,100,0,5,0,False,False,False,100,True,False,False,False
590,Barry Lim,407,./data/train/./259.txt,2,406,True,100,2,100,3,False,False,False,100,False,False,False,False
591,Mr MacKenzie,428,./data/train/./259.txt,2,427,True,4,3,100,100,True,False,False,100,False,False,False,False
592,Mr Lim,430,./data/train/./259.txt,2,429,True,100,1,100,2,True,False,False,100,False,False,True,False
593,Mr MacKenzie,498,./data/train/./259.txt,2,497,True,1,1,3,1,True,False,False,100,False,False,False,False
594,Mr Lim,517,./data/train/./259.txt,2,516,True,4,100,2,1,True,False,False,100,True,False,False,False
595,Jonathan Maitland,524,./data/train/./259.txt,2,523,True,100,100,3,2,False,False,False,100,True,False,False,False
596,Irfan Hanif,526,./data/train/./259.txt,2,525,True,100,100,5,0,False,False,False,100,False,False,True,False
597,Mr MacKenzies,545,./data/train/./259.txt,2,544,True,2,100,1,1,True,False,False,100,True,False,False,False
598,Dominic Carman,567,./data/train/./259.txt,2,566,True,2,100,2,2,False,False,False,100,False,False,False,False
599,George Carman,575,./data/train/./259.txt,2,574,True,100,1,4,1,False,False,False,100,False,False,False,False
600,Rodney Hylton-Potts,600,./data/train/./259.txt,2,599,True,2,100,1,0,False,False,False,100,False,False,False,False
601,Mr MacKenzie,606,./data/train/./259.txt,2,605,True,100,0,4,1,True,False,False,100,True,False,False,False
602,Ms Kelly,641,./data/train/./259.txt,2,640,True,100,0,3,1,True,False,False,100,False,False,True,False
603,Sam Younger,415,./data/train/./298.txt,2,414,True,100,2,5,2,False,False,False,100,False,False,False,False
604,Dick Morris,9,./data/train/./267.txt,2,8,True,100,0,4,0,False,False,False,100,False,False,True,False
605,Bill Clintons,35,./data/train/./267.txt,2,34,True,5,100,1,100,False,False,False,100,False,False,False,False
606,Viktor Yushchenko,96,./data/train/./267.txt,2,95,True,100,2,4,1,False,False,False,100,False,False,True,False
607,Michael Howard,365,./data/train/./267.txt,2,364,True,100,0,100,0,False,False,False,100,False,False,False,False
608,Robert Kilroy-Silk,460,./data/train/./267.txt,2,459,True,100,100,3,0,False,False,False,100,False,False,False,False
609,Mr Kilroy-Silk,571,./data/train/./267.txt,2,570,True,100,100,1,3,True,False,False,100,True,False,False,False
610,Mr Morris,573,./data/train/./267.txt,2,572,True,100,100,3,1,True,False,False,100,False,False,True,False
611,Mr Morris,840,./data/train/./267.txt,2,839,True,2,0,1,1,True,False,False,100,True,False,False,False
612,Christopher Leslie,68,./data/train/./273.txt,2,67,True,3,100,5,0,False,False,False,100,True,False,True,False
613,Mr Leslie,81,./data/train/./273.txt,2,80,True,100,100,2,100,True,False,False,100,True,False,True,False
614,Lord Falconer,154,./data/train/./273.txt,2,153,True,100,100,4,0,True,False,False,1,False,False,True,False
615,Mr Leslie,216,./data/train/./273.txt,2,215,True,4,0,3,1,True,False,False,100,False,False,False,False
616,Dominic Grieve,278,./data/train/./273.txt,2,277,True,100,100,5,1,False,False,False,100,False,False,False,False
617,Mr Grieve,318,./data/train/./273.txt,2,317,True,2,2,2,2,True,False,False,100,False,False,False,False
618,Douglas Hogg,369,./data/train/./273.txt,2,368,True,100,100,5,2,False,False,False,100,False,False,False,False
619,Sam Younger,415,./data/train/./059.txt,2,414,True,100,2,5,2,False,False,False,100,False,False,False,False
620,Martin Mubanga,31,./data/train/./065.txt,2,30,True,1,0,1,1,False,False,False,100,False,False,False,False
621,Feroz Abbasi,80,./data/train/./065.txt,2,79,True,1,100,1,0,False,False,False,100,False,False,False,False
622,Richard Belmar,104,./data/train/./065.txt,2,103,True,4,100,3,0,False,False,False,100,True,False,False,False
623,Moazzam Begg,107,./data/train/./065.txt,2,106,True,100,1,1,1,False,False,False,100,False,False,False,False
624,Mark Oaten,258,./data/train/./065.txt,2,257,True,100,100,100,3,False,False,False,100,False,False,False,False
625,Kate Allen,377,./data/train/./065.txt,2,376,True,2,100,5,0,False,False,False,100,True,False,True,False
626,Louise Christian,382,./data/train/./065.txt,2,381,True,100,0,3,0,False,False,False,100,False,False,False,False
627,Mr Abbasi,421,./data/train/./065.txt,2,420,True,4,100,2,1,True,False,False,100,False,False,False,False
628,Mr Mubanga,440,./data/train/./065.txt,2,439,True,100,100,4,1,True,False,False,100,True,False,False,False
629,Edward Leigh,89,./data/train/./071.txt,2,88,True,100,2,5,2,False,False,False,100,False,False,False,False
630,Beverley Hughes,154,./data/train/./071.txt,2,153,True,5,100,2,100,False,False,False,100,False,False,True,False
631,Ms Hughes,188,./data/train/./071.txt,2,187,True,1,2,2,3,True,False,False,100,True,False,True,False
632,Mr Leigh,210,./data/train/./071.txt,2,209,True,100,1,2,2,True,False,False,100,False,False,True,False
633,Hazel Blears,31,./data/train/./105.txt,2,30,True,2,0,2,100,False,False,False,100,False,False,False,False
634,Massoud Shadjareh,209,./data/train/./105.txt,2,208,True,100,100,5,3,False,False,False,100,True,False,False,False
635,Ms Blears,212,./data/train/./105.txt,2,211,True,100,100,100,0,True,False,False,100,False,False,False,False
636,Ms Blears,274,./data/train/./105.txt,2,273,True,1,100,2,1,True,False,False,100,False,False,False,False
637,Edward Leigh,218,./data/train/./138.txt,2,217,True,5,100,5,1,False,False,False,100,False,False,False,False
638,Jorg Wojahn,363,./data/train/./138.txt,2,362,True,5,100,3,3,False,False,False,100,False,False,False,False
639,Tony Blair,6,./data/train/./064.txt,2,5,True,1,0,100,0,False,False,False,100,False,False,False,False
640,Mr Blair,29,./data/train/./064.txt,2,28,True,100,0,2,0,True,False,False,100,False,False,False,False
641,Mr Blair,48,./data/train/./064.txt,2,47,True,100,0,3,100,True,False,False,100,True,False,False,False
642,Recep Erdogan,98,./data/train/./064.txt,2,97,True,100,0,3,0,False,False,False,100,False,False,False,False
643,Mr Blair,127,./data/train/./064.txt,2,126,True,100,0,2,1,True,False,False,100,False,False,False,False
644,Jack Straw,32,./data/train/./058.txt,2,31,True,100,0,100,0,False,False,False,1,False,False,True,False
645,Mr Straw,52,./data/train/./058.txt,2,51,True,100,0,3,1,True,False,False,100,True,False,True,False
646,Gerhard Schroeder,129,./data/train/./058.txt,2,128,True,100,100,5,0,False,False,False,1,False,False,True,False
647,Jacques Chirac,134,./data/train/./058.txt,2,133,True,100,0,3,0,False,False,False,1,False,False,True,False
648,Mr Straw,156,./data/train/./058.txt,2,155,True,100,0,2,1,True,False,False,100,True,False,True,False
649,Mr Straw,269,./data/train/./058.txt,2,268,True,2,0,2,1,True,False,False,100,False,False,False,False
650,John Bolton,387,./data/train/./058.txt,2,386,True,100,0,2,0,False,False,False,100,False,False,True,False
651,Michael Howard,64,./data/train/./272.txt,2,63,True,5,100,5,1,False,False,False,100,False,False,False,False
652,Charles Kennedy,75,./data/train/./272.txt,2,74,True,100,100,4,1,False,False,False,100,False,False,False,False
653,Mr Kennedy,149,./data/train/./272.txt,2,148,True,5,0,1,0,True,False,False,100,False,False,True,False
654,Robert Jackson,215,./data/train/./272.txt,2,214,True,3,100,1,1,False,False,False,100,False,False,False,False
655,Mr Kennedy,420,./data/train/./272.txt,2,419,True,4,0,3,0,True,False,False,100,False,False,True,False
656,Mr Kennedy,510,./data/train/./272.txt,2,509,True,100,100,3,1,True,False,False,100,True,False,True,False
657,Michael Howard,7,./data/train/./201.txt,2,6,True,3,0,100,0,False,False,False,100,False,False,False,False
658,Nick Griffin,29,./data/train/./201.txt,2,28,True,100,0,100,1,False,False,False,100,False,False,False,False
659,Mr Howard,48,./data/train/./201.txt,2,47,True,100,0,3,1,True,False,False,100,False,False,True,False
660,Mr Howard,257,./data/train/./201.txt,2,256,True,5,0,3,1,True,False,False,100,False,False,False,False
661,Baha Mousas,38,./data/train/./229.txt,2,37,True,4,100,1,1,False,False,False,100,True,False,False,False
662,Phil Shiner,94,./data/train/./229.txt,2,93,True,100,100,3,1,False,False,False,100,False,False,False,False
663,Tony Blairs,353,./data/train/./229.txt,2,352,True,4,100,4,100,False,False,False,1,False,False,True,False
664,Bob Stewart,406,./data/train/./229.txt,2,405,True,100,0,100,3,False,False,False,2,False,False,True,False
665,Gordon Brown,8,./data/train/./017.txt,2,7,True,2,0,3,0,False,False,False,1,False,False,True,False
666,Mr Brown,73,./data/train/./017.txt,2,72,True,2,1,2,2,True,False,False,100,False,False,False,False
667,Mr Brown,119,./data/train/./017.txt,2,118,True,4,0,2,0,True,False,False,100,False,False,False,False
668,Jack Straw,155,./data/train/./017.txt,2,154,True,4,0,3,1,False,False,False,1,False,False,True,False
669,Pervez Musharrafs,42,./data/train/./188.txt,2,41,True,100,0,2,1,False,False,False,1,False,False,True,False
670,Gen Musharraf,155,./data/train/./188.txt,2,154,True,100,0,2,2,False,False,False,100,False,False,False,False
671,Tony Blair,160,./data/train/./188.txt,2,159,True,3,100,1,0,False,False,False,100,False,False,False,False
672,Meibion Glyndwr.,43,./data/train/./177.txt,2,42,True,2,100,1,100,False,False,False,100,True,False,True,False
673,Elfyn Llwyd,47,./data/train/./177.txt,2,46,True,100,0,5,0,False,False,False,100,False,False,True,False
674,Lord Roberts,69,./data/train/./177.txt,2,68,True,100,100,100,0,True,False,False,1,False,False,True,False
675,Meibion Glyndwr,105,./data/train/./177.txt,2,104,True,4,2,5,1,False,False,False,100,False,False,False,False
676,Elfyn Llwyd,201,./data/train/./177.txt,2,200,True,5,100,2,100,False,False,False,100,True,False,False,False
677,Mr Llwyd,239,./data/train/./177.txt,2,238,True,100,1,4,1,True,False,False,100,False,False,True,False
678,Meibion Glyndwr,260,./data/train/./177.txt,2,259,True,100,100,1,3,False,False,False,100,False,False,True,False
679,Mr Llwyd,309,./data/train/./177.txt,2,308,True,4,1,3,2,True,False,False,100,True,False,True,False
680,Lord Roberts,395,./data/train/./177.txt,2,394,True,1,100,4,1,True,False,False,100,False,True,True,False
681,Mr Llwyds,418,./data/train/./177.txt,2,417,True,100,2,2,2,True,False,False,100,False,False,True,False
682,Dafydd Wigley,430,./data/train/./177.txt,2,429,True,100,100,4,3,False,False,False,100,False,False,True,False
683,Neil Kinnock,7,./data/train/./163.txt,2,6,True,5,0,2,0,False,False,False,100,True,False,True,False
684,Mr Kinnock,43,./data/train/./163.txt,2,42,True,1,2,1,0,True,False,False,100,False,False,False,False
685,Mr Kinnock,129,./data/train/./163.txt,2,128,True,4,100,2,1,True,False,False,100,False,False,False,False
686,Mr Kinnock,176,./data/train/./163.txt,2,175,True,4,0,3,1,True,False,False,100,True,False,False,False
687,Lord Kinnock,242,./data/train/./163.txt,2,241,True,4,100,1,0,True,False,False,100,False,False,False,False
688,Gordon Brown,2,./data/train/./406.txt,2,1,True,100,100,100,0,False,False,False,100,False,False,True,False
689,Gordon Brown,26,./data/train/./406.txt,2,25,True,100,0,4,0,False,False,False,100,True,False,False,False
690,Mr Brown,73,./data/train/./406.txt,2,72,True,100,0,5,0,True,False,False,100,False,False,False,False
691,Mr Brown,122,./data/train/./406.txt,2,121,True,100,100,2,1,True,False,False,100,False,False,False,False
692,Gordon Brown,138,./data/train/./406.txt,2,137,True,100,0,2,0,False,False,False,100,False,False,False,False
693,Michael Ancram,242,./data/train/./406.txt,2,241,True,100,100,3,1,False,False,False,100,True,False,True,False
694,Tony Blair,278,./data/train/./406.txt,2,277,True,100,100,2,100,False,False,False,3,False,False,True,False
695,Mr Brown,283,./data/train/./406.txt,2,282,True,100,0,100,0,True,False,False,100,False,False,False,False
696,John Smiths,303,./data/train/./406.txt,2,302,True,4,100,1,1,False,False,False,100,False,False,False,False
697,John Smith,313,./data/train/./406.txt,2,312,True,100,3,2,0,False,False,False,100,False,False,False,False
698,Tony Blair,323,./data/train/./406.txt,2,322,True,1,2,2,0,False,False,False,100,False,False,False,False
699,Mr Blair,349,./data/train/./406.txt,2,348,True,5,0,1,0,True,False,False,100,False,False,False,False
700,Mr Blairs,367,./data/train/./406.txt,2,366,True,4,1,3,2,True,False,False,100,False,False,False,False
701,Mr Brown,406,./data/train/./406.txt,2,405,True,100,3,2,1,True,False,False,100,True,False,False,False
702,Mr Browns,456,./data/train/./406.txt,2,455,True,100,100,4,2,True,False,False,100,True,False,False,False
703,Princess Marguerite,463,./data/train/./406.txt,2,462,True,100,100,3,0,True,False,False,100,False,False,False,False
704,Mr Brown,490,./data/train/./406.txt,2,489,True,3,100,3,0,True,False,False,100,False,True,False,False
705,Sarah Macaulay,496,./data/train/./406.txt,2,495,True,100,100,4,0,False,False,False,100,False,False,False,False
