All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,POST_IS_PREPOSITION
Cunningham,13,./data/test/./236.txt,1,13,False,100,0,5,0,False,False,False,100,False,False,False,False
One,24,./data/test/./236.txt,1,24,False,100,100,3,0,False,False,False,100,True,False,False,False
Blair-era,28,./data/test/./236.txt,1,28,False,100,1,1,1,False,False,False,100,False,False,False,False
Jim,33,./data/test/./236.txt,1,33,False,2,2,1,1,False,False,False,100,False,False,True,False
Callaghan,34,./data/test/./236.txt,1,34,False,3,1,2,0,False,False,False,100,False,False,False,False
Labour,42,./data/test/./236.txt,1,42,False,5,100,1,2,False,False,False,100,False,False,False,False
Cunningham,48,./data/test/./236.txt,1,48,False,100,0,3,1,False,False,False,100,True,False,False,False
Tony,53,./data/test/./236.txt,1,53,False,1,100,2,100,False,False,False,100,True,False,True,False
Blairs,54,./data/test/./236.txt,1,54,False,2,3,3,3,False,False,False,100,True,False,False,False
Copeland,65,./data/test/./236.txt,1,65,False,2,100,1,100,False,False,False,100,False,False,False,False
Blair,69,./data/test/./236.txt,1,69,False,100,0,5,1,False,False,False,100,False,False,False,False
Labour,77,./data/test/./236.txt,1,77,False,5,100,1,0,False,False,False,100,True,False,False,False
Labours,84,./data/test/./236.txt,1,84,False,100,0,5,2,False,False,False,100,True,False,True,False
Cunningham,90,./data/test/./236.txt,1,90,False,5,0,3,1,False,False,False,100,True,False,False,False
BSE,127,./data/test/./236.txt,1,127,False,4,1,1,2,False,False,False,100,False,False,True,False
Lords,148,./data/test/./236.txt,1,148,False,100,2,1,1,False,False,False,100,True,False,False,False
Tories,0,./data/test/./226.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
Plans,5,./data/test/./226.txt,1,5,False,100,0,100,0,False,False,False,100,False,False,False,False
Conservatives,15,./data/test/./226.txt,1,15,False,4,1,1,0,False,False,False,100,False,False,False,False
Six,30,./data/test/./226.txt,1,30,False,2,2,2,100,False,False,False,100,False,False,False,False
Tories,41,./data/test/./226.txt,1,41,False,100,0,1,3,False,False,False,100,False,False,False,False
Among,48,./data/test/./226.txt,1,48,False,5,100,2,0,False,False,False,100,False,False,False,False
Tory,63,./data/test/./226.txt,1,63,False,100,3,2,100,False,False,False,100,False,False,False,False
John,65,./data/test/./226.txt,1,65,False,100,1,4,100,False,False,False,100,False,False,True,False
Redwood,66,./data/test/./226.txt,1,66,False,100,0,5,3,False,False,False,100,False,False,False,False
Britain,68,./data/test/./226.txt,1,68,False,1,100,100,1,False,False,False,100,False,False,False,False
Tories,110,./data/test/./226.txt,1,110,False,100,0,1,1,False,False,False,100,False,False,True,False
Announcing,133,./data/test/./226.txt,1,133,False,4,100,2,0,False,False,False,100,False,False,False,False
Redwood,137,./data/test/./226.txt,1,137,False,100,3,3,3,False,False,False,100,False,False,False,False
Blair,140,./data/test/./226.txt,1,140,False,100,0,100,0,False,False,False,100,False,False,False,False
Far,154,./data/test/./226.txt,1,154,False,5,100,2,0,False,False,False,100,False,False,False,False
Michael,178,./data/test/./226.txt,1,178,False,100,1,100,2,False,False,False,100,False,False,True,False
Howard,179,./data/test/./226.txt,1,179,False,100,0,100,1,False,False,False,100,False,False,False,False
Labour,193,./data/test/./226.txt,1,193,False,3,100,2,0,False,False,False,100,True,False,False,False
Two,196,./data/test/./226.txt,1,196,False,100,100,2,1,False,False,False,100,True,False,True,False
Britains,197,./data/test/./226.txt,1,197,False,100,100,3,0,False,False,False,100,False,False,True,False
Britain,199,./data/test/./226.txt,1,199,False,100,2,1,0,False,False,False,100,False,False,False,False
Theyve,221,./data/test/./226.txt,1,221,False,2,0,3,1,False,False,False,100,False,False,False,False
Theyre,228,./data/test/./226.txt,1,228,False,100,1,2,0,False,False,False,100,False,False,False,False
Britain.,243,./data/test/./226.txt,1,243,False,100,2,2,0,False,False,False,100,False,False,True,False
Liberal,261,./data/test/./226.txt,1,261,False,100,1,1,1,False,False,False,100,False,False,True,False
Democrats,262,./data/test/./226.txt,1,262,False,100,0,2,0,False,False,False,100,False,False,True,False
Whitehall,271,./data/test/./226.txt,1,271,False,4,1,1,1,False,False,False,100,False,False,False,False
Labour,0,./data/test/./030.txt,1,0,False,100,100,100,100,False,False,False,100,False,False,False,False
England,11,./data/test/./030.txt,1,11,False,100,0,1,0,False,False,False,100,True,False,False,False
Education,16,./data/test/./030.txt,1,16,False,3,100,1,100,False,False,False,100,False,False,True,False
Secretary,17,./data/test/./030.txt,1,17,False,4,100,2,100,False,False,False,100,False,False,True,False
Ruth,18,./data/test/./030.txt,1,18,False,5,3,3,100,False,False,False,1,False,False,True,False
Kelly,19,./data/test/./030.txt,1,19,False,100,2,4,3,False,False,False,2,False,False,True,False
Serial,20,./data/test/./030.txt,1,20,False,100,1,5,2,False,False,False,3,False,False,True,False
Previous,28,./data/test/./030.txt,1,28,False,100,1,3,100,False,False,False,100,True,False,False,False
Parenting,42,./data/test/./030.txt,1,42,False,3,100,3,3,False,False,False,100,False,False,False,False
Tories,75,./data/test/./030.txt,1,75,False,4,0,2,100,False,False,False,100,False,False,False,False
Labours,77,./data/test/./030.txt,1,77,False,1,100,4,3,False,False,False,100,False,False,False,False
However,115,./data/test/./030.txt,1,115,False,3,2,3,3,False,False,False,100,False,False,False,False
Measures,142,./data/test/./030.txt,1,142,False,100,100,5,0,False,False,False,100,False,False,False,False
Truancy,204,./data/test/./030.txt,1,204,False,100,0,3,0,False,False,False,100,True,False,False,False
Behaviour,219,./data/test/./030.txt,1,219,False,5,3,2,2,False,False,False,100,False,False,True,False
Improvement,220,./data/test/./030.txt,1,220,False,100,2,3,1,False,False,False,100,False,False,True,False
Programme,221,./data/test/./030.txt,1,221,False,100,1,4,0,False,False,False,100,False,False,True,False
September,233,./data/test/./030.txt,1,233,False,4,3,3,0,False,False,False,100,True,False,True,False
Monday,253,./data/test/./030.txt,1,253,False,2,100,1,1,False,False,False,100,True,False,True,False
Police,254,./data/test/./030.txt,1,254,False,3,100,2,0,False,False,False,100,True,False,True,False
Held,270,./data/test/./030.txt,1,270,False,2,100,2,1,False,False,False,100,False,False,False,False
Department,303,./data/test/./030.txt,1,303,False,100,100,3,0,False,False,False,100,False,False,True,False
Education,305,./data/test/./030.txt,1,305,False,100,100,1,0,False,False,False,100,False,False,False,False
Skills,307,./data/test/./030.txt,1,307,False,100,100,1,100,False,False,False,100,False,False,False,False
Every,310,./data/test/./030.txt,1,310,False,100,100,4,1,False,False,False,100,False,False,False,False
Brown,0,./data/test/./024.txt,1,0,True,100,100,100,2,False,False,False,100,False,False,False,False
Africa,4,./data/test/./024.txt,1,4,False,100,0,1,100,False,False,False,100,True,False,False,False
Chancellor,6,./data/test/./024.txt,1,6,False,1,2,3,2,False,False,False,100,True,False,False,False
Gordon,7,./data/test/./024.txt,1,7,False,2,1,4,1,False,False,False,1,True,False,True,False
Brown,8,./data/test/./024.txt,1,8,False,3,0,5,0,False,False,False,2,True,False,False,False
Kenyas,11,./data/test/./024.txt,1,11,False,2,100,2,2,False,False,False,5,False,False,False,False
Africa,21,./data/test/./024.txt,1,21,False,1,2,1,3,False,False,False,100,True,False,False,False
Browns,23,./data/test/./024.txt,1,23,False,3,0,3,1,False,False,False,100,False,False,False,False
Africas,35,./data/test/./024.txt,1,35,False,1,100,2,1,False,False,False,100,False,False,False,False
HIV/Aids,51,./data/test/./024.txt,1,51,False,2,100,1,1,False,False,False,100,False,False,False,False
Tanzania,54,./data/test/./024.txt,1,54,False,5,100,1,0,False,False,False,100,True,False,False,False
Mozambique,61,./data/test/./024.txt,1,61,False,100,100,1,0,False,False,False,100,True,False,False,False
Commission,68,./data/test/./024.txt,1,68,False,100,100,1,0,False,False,False,100,True,False,False,False
Africa,70,./data/test/./024.txt,1,70,False,100,100,1,0,False,False,False,100,False,False,False,False
Cape,72,./data/test/./024.txt,1,72,False,100,100,1,3,False,False,False,100,True,False,True,False
Town,73,./data/test/./024.txt,1,73,False,100,100,2,2,False,False,False,100,True,False,True,False
Narobi,77,./data/test/./024.txt,1,77,False,100,3,1,0,False,False,False,100,True,False,False,False
Wednesday,79,./data/test/./024.txt,1,79,False,100,1,1,0,False,False,False,100,True,False,False,False
Speaking,88,./data/test/./024.txt,1,88,False,2,100,2,1,False,False,False,100,False,False,False,False
Olympic,91,./data/test/./024.txt,1,91,False,5,100,1,100,False,False,False,100,False,False,True,False
Primary,92,./data/test/./024.txt,1,92,False,100,100,2,100,False,False,False,100,False,False,True,False
School,93,./data/test/./024.txt,1,93,False,100,100,3,100,False,False,False,100,False,False,True,False
Brown,95,./data/test/./024.txt,1,95,False,100,2,5,2,False,False,False,100,False,False,False,False
Africa,139,./data/test/./024.txt,1,139,False,100,100,1,0,False,False,False,100,True,False,False,False
Kibera,151,./data/test/./024.txt,1,151,False,5,100,1,0,False,False,False,100,True,False,False,False
Browns,166,./data/test/./024.txt,1,166,False,100,1,3,2,False,False,False,100,False,False,False,False
Kenyan,177,./data/test/./024.txt,1,177,False,5,100,1,3,False,False,False,100,False,False,True,False
Governments,178,./data/test/./024.txt,1,178,False,100,100,2,2,False,False,False,100,False,False,True,False
Marshall,207,./data/test/./024.txt,1,207,False,2,0,1,2,False,False,False,100,False,False,True,False
Plan,208,./data/test/./024.txt,1,208,False,3,100,2,1,False,False,False,100,False,False,True,False
United,212,./data/test/./024.txt,1,212,False,4,1,1,1,False,False,False,100,False,False,True,False
States,213,./data/test/./024.txt,1,213,False,5,0,2,0,False,False,False,100,False,False,True,False
Europe,216,./data/test/./024.txt,1,216,False,2,100,2,0,False,False,False,100,False,False,False,False
World,218,./data/test/./024.txt,1,218,False,4,3,1,2,False,False,False,100,False,False,True,False
War,219,./data/test/./024.txt,1,219,False,5,2,2,1,False,False,False,100,False,False,True,False
Two,220,./data/test/./024.txt,1,220,False,100,1,3,0,False,False,False,100,False,False,True,False
Brown,229,./data/test/./024.txt,1,229,False,100,100,2,0,False,False,False,100,False,False,False,False
Tony,231,./data/test/./024.txt,1,231,False,100,100,1,2,False,False,False,100,False,False,True,False
Blair,232,./data/test/./024.txt,1,232,False,100,100,2,1,False,False,False,100,False,False,False,False
Conservative,238,./data/test/./024.txt,1,238,False,100,3,3,3,False,False,False,100,True,False,False,False
Michael,240,./data/test/./024.txt,1,240,False,100,1,5,1,False,False,False,100,True,False,True,False
Howard,241,./data/test/./024.txt,1,241,False,100,0,100,0,False,False,False,100,False,False,False,False
GMT,255,./data/test/./024.txt,1,255,False,100,100,2,0,False,False,False,100,True,False,False,False
Wednesday,257,./data/test/./024.txt,1,257,False,100,100,1,100,False,False,False,100,True,False,False,False
Hatfield,0,./data/test/./178.txt,1,0,False,100,1,100,2,False,False,False,100,False,False,False,False
Engineering,5,./data/test/./178.txt,1,5,False,3,100,2,3,False,False,False,100,True,False,False,False
Balfour,7,./data/test/./178.txt,1,7,False,5,100,4,1,False,False,False,100,True,False,True,False
Beatty,8,./data/test/./178.txt,1,8,False,100,100,5,0,False,False,False,100,True,False,False,False
Hatfield,22,./data/test/./178.txt,1,22,False,100,100,1,2,False,False,False,100,False,False,False,False
Four,27,./data/test/./178.txt,1,27,False,100,100,2,2,False,False,False,100,True,False,False,False
Balfour,42,./data/test/./178.txt,1,42,False,2,100,5,100,False,False,False,100,True,False,True,False
Beattys,43,./data/test/./178.txt,1,43,False,3,3,100,3,False,False,False,100,False,False,False,False
Hatfield,57,./data/test/./178.txt,1,57,False,100,100,1,100,False,False,False,100,True,False,True,False
Hertfordshire,58,./data/test/./178.txt,1,58,False,100,100,2,100,False,False,False,100,True,False,True,False
Balfour,59,./data/test/./178.txt,1,59,False,100,100,3,100,False,False,False,100,True,False,True,False
Beatty,60,./data/test/./178.txt,1,60,False,100,100,4,3,False,False,False,100,True,False,False,False
Anthony,62,./data/test/./178.txt,1,62,False,100,100,100,1,False,False,False,100,False,False,True,False
Walker,63,./data/test/./178.txt,1,63,False,100,100,100,0,False,False,False,100,False,False,False,False
Nicholas,65,./data/test/./178.txt,1,65,False,100,100,1,1,False,False,False,100,False,False,True,False
Jeffries,66,./data/test/./178.txt,1,66,False,100,100,2,0,False,False,False,100,False,False,False,False
Railtrack,68,./data/test/./178.txt,1,68,False,100,100,4,100,False,False,False,100,False,False,False,False
Alistair,70,./data/test/./178.txt,1,70,False,100,100,3,3,False,False,False,100,False,False,True,False
Cook,71,./data/test/./178.txt,1,71,False,100,100,4,2,False,False,False,100,False,False,False,False
Sean,72,./data/test/./178.txt,1,72,False,100,100,5,1,False,False,False,100,False,False,True,False
Fugill,73,./data/test/./178.txt,1,73,False,100,100,100,0,False,False,False,100,False,False,False,False
Keith,75,./data/test/./178.txt,1,75,False,100,2,1,1,False,False,False,100,False,False,True,False
Lea,76,./data/test/./178.txt,1,76,False,100,1,2,0,False,False,False,100,False,False,False,False
Balfour,98,./data/test/./178.txt,1,98,False,100,100,3,100,False,False,False,100,False,False,True,False
Beatty,99,./data/test/./178.txt,1,99,False,100,100,4,3,False,False,False,100,False,False,True,False
Rail,100,./data/test/./178.txt,1,100,False,100,100,5,2,False,False,False,100,False,False,True,False
Maintenance,101,./data/test/./178.txt,1,101,False,100,100,100,1,False,False,False,100,False,False,True,False
October,123,./data/test/./178.txt,1,123,False,100,100,2,2,False,False,False,100,True,False,False,False
London,128,./data/test/./178.txt,1,128,False,100,0,1,0,False,False,False,100,False,False,False,False
Leeds,130,./data/test/./178.txt,1,130,False,1,1,1,2,False,False,False,100,False,False,False,False
East,153,./data/test/./178.txt,1,153,False,100,100,1,100,False,False,False,100,True,False,True,False
Coast,154,./data/test/./178.txt,1,154,False,100,100,2,100,False,False,False,100,True,False,True,False
Main,155,./data/test/./178.txt,1,155,False,100,100,3,100,False,False,False,100,True,False,True,False
Line,156,./data/test/./178.txt,1,156,False,100,100,4,3,False,False,False,100,True,False,True,False
Railtracks,167,./data/test/./178.txt,1,167,False,1,100,1,1,False,False,False,100,False,False,False,False
Network,175,./data/test/./178.txt,1,175,False,1,100,2,2,False,False,False,100,False,True,True,False
Rail,176,./data/test/./178.txt,1,176,False,2,100,3,1,False,False,False,100,False,True,True,False
Steve,184,./data/test/./178.txt,1,184,False,1,100,1,2,False,False,False,100,True,False,True,False
Arthur,185,./data/test/./178.txt,1,185,False,2,100,2,1,False,False,False,100,True,False,False,False
Pease,188,./data/test/./178.txt,1,188,False,5,100,1,100,False,False,False,100,False,False,True,False
Pottage,189,./data/test/./178.txt,1,189,False,100,100,2,100,False,False,False,100,False,False,True,False
West,190,./data/test/./178.txt,1,190,False,100,100,3,100,False,False,False,100,False,False,True,False
Sussex;,191,./data/test/./178.txt,1,191,False,100,100,4,3,False,False,False,100,False,False,True,False
Peter,192,./data/test/./178.txt,1,192,False,100,100,5,2,False,False,False,100,False,False,True,False
Monkhouse,193,./data/test/./178.txt,1,193,False,100,100,100,1,False,False,False,100,False,False,False,False
Headingley,196,./data/test/./178.txt,1,196,False,100,100,1,100,False,False,False,100,False,False,True,False
Leeds;,197,./data/test/./178.txt,1,197,False,100,100,2,3,False,False,False,100,False,False,True,False
Leslie,198,./data/test/./178.txt,1,198,False,100,100,3,2,False,False,False,100,False,False,True,False
Gray,199,./data/test/./178.txt,1,199,False,100,100,4,1,False,False,False,100,False,False,True,False
Tuxford,202,./data/test/./178.txt,1,202,False,100,100,1,1,False,False,False,100,False,False,True,False
Nottingham;,203,./data/test/./178.txt,1,203,False,100,100,2,0,False,False,False,100,False,False,True,False
Robert,205,./data/test/./178.txt,1,205,False,100,100,1,3,False,False,False,100,False,False,True,False
James,206,./data/test/./178.txt,1,206,False,100,100,2,2,False,False,False,100,False,False,True,False
Alcorn,207,./data/test/./178.txt,1,207,False,100,100,3,1,False,False,False,100,False,False,True,False
Auckland,210,./data/test/./178.txt,1,210,False,100,100,1,100,False,False,False,100,False,False,True,False
New,211,./data/test/./178.txt,1,211,False,100,100,2,100,False,False,False,100,False,False,True,False
Zealand,212,./data/test/./178.txt,1,212,False,100,100,3,100,False,False,False,100,False,False,True,False
Guantanamo,0,./data/test/./151.txt,1,0,False,100,100,100,2,False,False,False,100,False,False,False,False
Britons,5,./data/test/./151.txt,1,5,False,100,100,2,1,False,False,False,100,False,False,False,False
Guantanamo,11,./data/test/./151.txt,1,11,False,100,3,1,1,False,False,False,100,True,False,True,False
Bay,12,./data/test/./151.txt,1,12,False,100,2,2,0,False,False,False,100,True,False,True,False
Moazzam,23,./data/test/./151.txt,1,23,False,4,100,3,100,False,False,False,100,True,False,True,False
Begg,24,./data/test/./151.txt,1,24,False,5,100,4,100,False,False,False,100,False,False,False,False
Martin,25,./data/test/./151.txt,1,25,False,100,100,5,3,False,False,False,100,False,False,True,False
Mubanga,26,./data/test/./151.txt,1,26,False,100,100,100,2,False,False,False,100,False,False,False,False
Feroz,27,./data/test/./151.txt,1,27,False,100,100,100,1,False,False,False,100,False,False,True,False
Abbasi,28,./data/test/./151.txt,1,28,False,100,3,100,0,False,False,False,100,False,False,False,False
Richard,30,./data/test/./151.txt,1,30,False,100,1,1,1,False,False,False,100,False,False,True,False
Belmar,31,./data/test/./151.txt,1,31,False,100,0,2,0,False,False,False,100,False,False,False,False
Beggs,42,./data/test/./151.txt,1,42,False,100,2,4,3,False,False,False,100,False,False,False,False
Azmat,44,./data/test/./151.txt,1,44,False,100,0,100,1,False,False,False,100,False,False,False,False
Londons,71,./data/test/./151.txt,1,71,False,2,100,1,100,False,False,False,100,True,False,True,False
Paddington,72,./data/test/./151.txt,1,72,False,3,100,2,3,False,False,False,100,True,False,True,False
Green,73,./data/test/./151.txt,1,73,False,4,100,3,2,False,False,False,100,True,False,True,False
Louise,88,./data/test/./151.txt,1,88,False,100,100,5,1,False,False,False,100,False,False,True,False
Christian,89,./data/test/./151.txt,1,89,False,100,100,100,0,False,False,False,100,False,False,False,False
Abbasi,94,./data/test/./151.txt,1,94,False,100,3,4,0,False,False,False,100,False,False,False,False
Mubanga,97,./data/test/./151.txt,1,97,False,100,0,2,1,False,False,False,100,False,False,False,False
Birmingham,117,./data/test/./151.txt,1,117,False,4,0,1,0,False,False,False,100,False,False,False,False
London,119,./data/test/./151.txt,1,119,False,1,2,1,3,False,False,False,100,False,False,False,False
Azmat,120,./data/test/./151.txt,1,120,False,2,1,2,2,False,False,False,100,False,False,True,False
Begg,121,./data/test/./151.txt,1,121,False,3,0,3,1,False,False,False,100,False,False,False,False
Moazzams,129,./data/test/./151.txt,1,129,False,5,3,2,2,False,False,False,100,False,False,False,False
Azmat,142,./data/test/./151.txt,1,142,False,100,100,3,2,False,False,False,100,True,False,True,False
Begg,143,./data/test/./151.txt,1,143,False,100,100,4,1,False,False,False,100,True,False,False,False
London,147,./data/test/./151.txt,1,147,False,100,100,1,2,False,False,False,100,True,False,False,False
Police,161,./data/test/./151.txt,1,161,False,4,0,3,0,False,False,False,100,False,False,False,False
Metropolitan,182,./data/test/./151.txt,1,182,False,4,100,3,100,False,False,False,100,False,False,True,False
Police,183,./data/test/./151.txt,1,183,False,5,100,4,100,False,False,False,100,False,False,True,False
Commissioner,184,./data/test/./151.txt,1,184,False,100,3,5,100,False,False,False,100,False,False,True,False
Sir,185,./data/test/./151.txt,1,185,False,100,2,100,100,True,False,False,100,False,False,True,False
John,186,./data/test/./151.txt,1,186,False,100,1,100,100,False,False,False,100,False,False,True,False
Stevens,187,./data/test/./151.txt,1,187,False,100,0,100,3,False,False,False,100,False,False,True,False
Cuba,198,./data/test/./151.txt,1,198,False,2,0,1,0,False,False,False,100,True,False,False,False
Independent,210,./data/test/./151.txt,1,210,False,100,2,1,3,False,False,False,100,False,False,False,False
Sir,211,./data/test/./151.txt,1,211,False,100,1,2,2,True,False,False,100,False,False,True,False
John,212,./data/test/./151.txt,1,212,False,100,0,3,1,False,False,False,100,False,False,False,False
Louise,284,./data/test/./151.txt,1,284,False,3,1,2,2,False,False,False,100,False,False,True,False
Christian,285,./data/test/./151.txt,1,285,False,4,0,3,1,False,False,False,100,False,False,False,False
Guantanamo,294,./data/test/./151.txt,1,294,False,100,3,1,1,False,False,False,100,True,False,True,False
Bay,295,./data/test/./151.txt,1,295,False,100,2,2,0,False,False,False,100,True,False,True,False
BBC,305,./data/test/./151.txt,1,305,False,1,100,4,1,False,False,False,100,False,False,True,False
News,306,./data/test/./151.txt,1,306,False,2,100,5,0,False,False,False,100,False,False,True,False
Gareth,315,./data/test/./151.txt,1,315,False,100,100,3,2,False,False,False,100,False,False,True,False
Peirce,316,./data/test/./151.txt,1,316,False,100,100,4,1,False,False,False,100,False,False,False,False
Begg,320,./data/test/./151.txt,1,320,False,100,0,2,1,False,False,False,100,False,False,False,False
Washington,342,./data/test/./151.txt,1,342,False,3,0,3,0,False,False,False,100,False,False,False,False
Pentagon,358,./data/test/./151.txt,1,358,False,4,0,1,1,False,False,False,100,False,False,True,False
Section,392,./data/test/./151.txt,1,392,False,4,100,1,1,False,False,False,100,False,False,False,False
Terrorism,396,./data/test/./151.txt,1,396,False,100,0,1,2,False,False,False,100,False,False,True,False
Act,397,./data/test/./151.txt,1,397,False,100,100,2,1,False,False,False,100,False,False,True,False
RAF,403,./data/test/./151.txt,1,403,False,100,100,1,3,False,False,False,100,True,False,True,False
Northolt,404,./data/test/./151.txt,1,404,False,100,100,2,2,False,False,False,100,True,False,True,False
London,406,./data/test/./151.txt,1,406,False,100,100,4,0,False,False,False,100,True,False,False,False
Tuesday,408,./data/test/./151.txt,1,408,False,100,100,1,2,False,False,False,100,True,False,False,False
Massoud,409,./data/test/./151.txt,1,409,False,100,100,2,1,False,False,False,100,True,False,True,False
Shadjareh,410,./data/test/./151.txt,1,410,False,100,100,3,0,False,False,False,100,True,False,False,False
Muslim,413,./data/test/./151.txt,1,413,False,100,100,1,100,False,False,False,100,False,False,True,False
Safety,414,./data/test/./151.txt,1,414,False,100,3,2,100,False,False,False,100,False,False,True,False
Forum,415,./data/test/./151.txt,1,415,False,100,2,3,3,False,False,False,100,False,False,True,False
Muslim,428,./data/test/./151.txt,1,428,False,100,100,1,1,False,False,False,100,False,False,True,False
Council,429,./data/test/./151.txt,1,429,False,100,100,2,0,False,False,False,100,False,False,True,False
Britain,431,./data/test/./151.txt,1,431,False,100,100,1,1,False,False,False,100,False,False,False,False
Iqbal,457,./data/test/./151.txt,1,457,False,1,100,4,3,False,False,False,100,False,False,True,False
Sacranie,458,./data/test/./151.txt,1,458,False,2,100,5,2,False,False,False,100,False,False,False,False
Candidate,0,./data/test/./145.txt,1,0,False,100,100,100,1,False,False,False,100,False,False,False,False
BNP,3,./data/test/./145.txt,1,3,False,100,100,1,100,False,False,False,100,False,False,False,False
Independence,11,./data/test/./145.txt,1,11,False,100,2,2,2,False,False,False,100,False,False,True,False
Party,12,./data/test/./145.txt,1,12,False,100,1,3,1,False,False,False,100,False,False,True,False
British,23,./data/test/./145.txt,1,23,False,2,100,1,100,False,False,False,100,True,False,True,False
National,24,./data/test/./145.txt,1,24,False,3,100,2,3,False,False,False,100,False,True,True,False
Nicholas,26,./data/test/./145.txt,1,26,False,5,2,4,1,False,False,False,100,False,True,True,False
Betts-Green,27,./data/test/./145.txt,1,27,False,100,1,5,0,False,False,False,100,False,True,False,False
Suffolk,35,./data/test/./145.txt,1,35,False,2,2,1,3,False,False,False,100,False,False,True,False
Coastal,36,./data/test/./145.txt,1,36,False,3,1,2,2,False,False,False,100,False,False,True,False
BNP,48,./data/test/./145.txt,1,48,False,100,100,1,1,False,False,False,100,True,False,False,False
Betts-Green,72,./data/test/./145.txt,1,72,False,5,100,3,1,False,False,False,100,False,False,False,False
UKIP,82,./data/test/./145.txt,1,82,False,100,1,4,100,False,False,False,100,False,False,True,False
Betts-Greens,86,./data/test/./145.txt,1,86,False,2,100,100,3,False,False,False,100,False,False,False,False
East,92,./data/test/./145.txt,1,92,False,100,100,1,100,False,False,False,100,True,False,True,False
Anglian,93,./data/test/./145.txt,1,93,False,100,100,2,100,False,False,False,100,True,False,True,False
Daily,94,./data/test/./145.txt,1,94,False,100,100,3,3,False,False,False,100,True,False,True,False
Times,95,./data/test/./145.txt,1,95,False,100,100,4,2,False,False,False,100,True,False,True,False
BNP,103,./data/test/./145.txt,1,103,False,100,2,1,2,False,False,False,100,True,False,False,False
BNP,110,./data/test/./145.txt,1,110,False,2,2,1,2,False,False,False,100,True,False,False,False
Suffolk,135,./data/test/./145.txt,1,135,False,100,3,1,3,False,False,False,100,False,False,True,False
Coastal,136,./data/test/./145.txt,1,136,False,100,2,2,2,False,False,False,100,False,False,True,False
UKIP,137,./data/test/./145.txt,1,137,False,100,1,3,1,False,False,False,100,False,False,True,False
Betts-Green,151,./data/test/./145.txt,1,151,False,5,3,3,0,False,False,False,100,True,False,False,False
Woodbridge,153,./data/test/./145.txt,1,153,False,100,1,1,1,False,False,False,100,True,False,True,False
Suffolk,154,./data/test/./145.txt,1,154,False,100,0,2,0,False,False,False,100,False,False,True,False
UKIPs,159,./data/test/./145.txt,1,159,False,4,0,1,100,False,False,False,100,False,False,False,False
Blunkett,0,./data/test/./031.txt,1,0,True,100,2,100,1,False,False,False,100,False,False,False,False
David,5,./data/test/./031.txt,1,5,False,2,1,3,1,False,False,False,100,False,False,True,False
Blunkett,6,./data/test/./031.txt,1,6,False,3,0,4,0,False,False,False,100,False,False,False,False
MPs,10,./data/test/./031.txt,1,10,False,1,100,1,0,False,False,False,100,False,False,False,False
Home,13,./data/test/./031.txt,1,13,False,4,1,1,100,False,False,False,100,False,False,True,False
Office,14,./data/test/./031.txt,1,14,False,5,0,2,100,False,False,False,100,False,False,True,False
Law,41,./data/test/./031.txt,1,41,False,3,1,1,2,False,False,False,100,True,False,True,False
Commission,42,./data/test/./031.txt,1,42,False,4,0,2,1,False,False,False,100,True,False,True,False
Home,71,./data/test/./031.txt,1,71,False,100,1,1,1,False,False,False,100,True,False,True,False
Office,72,./data/test/./031.txt,1,72,False,100,0,2,0,False,False,False,100,True,False,True,False
Wednesday,83,./data/test/./031.txt,1,83,False,4,100,5,0,False,False,False,100,False,False,True,False
Home,85,./data/test/./031.txt,1,85,False,100,2,1,3,False,False,False,100,True,False,True,False
Office,86,./data/test/./031.txt,1,86,False,100,1,2,2,False,False,False,100,True,False,True,False
England,107,./data/test/./031.txt,1,107,False,3,100,1,0,False,False,False,100,False,False,False,False
Wales,109,./data/test/./031.txt,1,109,False,5,100,1,1,False,False,False,100,False,False,True,False
News,110,./data/test/./031.txt,1,110,False,100,3,2,0,False,False,False,100,False,False,True,False
Blunkett,121,./data/test/./031.txt,1,121,False,2,0,3,2,False,False,False,100,False,False,False,False
Commons,129,./data/test/./031.txt,1,129,False,100,100,1,1,False,False,False,100,True,False,False,False
Wednesday,132,./data/test/./031.txt,1,132,False,100,100,1,1,False,False,False,100,True,False,True,False
Amid,150,./data/test/./031.txt,1,150,False,5,100,2,100,False,False,False,100,False,False,False,False
Blunkett,154,./data/test/./031.txt,1,154,False,100,0,100,0,False,False,False,100,False,False,False,False
Parliament,162,./data/test/./031.txt,1,162,False,2,3,1,0,False,False,False,100,True,False,False,False
Thursday,164,./data/test/./031.txt,1,164,False,4,1,1,2,False,False,False,100,True,False,True,False
Shadow,178,./data/test/./031.txt,1,178,False,3,100,2,100,False,False,False,100,False,False,False,False
David,181,./data/test/./031.txt,1,181,False,100,100,5,2,False,False,False,100,False,False,True,False
Davis,182,./data/test/./031.txt,1,182,False,100,100,100,1,False,False,False,100,False,False,False,False
MPs,210,./data/test/./031.txt,1,210,False,1,100,5,1,False,False,False,100,False,False,True,False
