Name,Price_INR,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Display Size,Resolution,Operating System,Processor Core,Primary Clock Speed,Internal Storage,RAM,Memory Card Slot Type,Primary Camera,Network Type,Supported Networks,Battery Capacity,Warranty Summary,GPRS,Removable Battery,Video Recording,Mini USB Version,Dial Color,Flash,EDGE Features,Audio Jack,Reading Type,Width,Battery Life,Important Apps,Predictive Text Input,Usage,Number of Cores,Sensor,Processor Speed,Sweat Proof,Indicator Type,Number of Buttons,Brand,Pre-installed Browser,Mini HDMI Port,Talk Time,Call Function,Scratch Resistant,Charging Method,Email Support,Speaker Volume,Number of Contact Points,Depth,Calorie Count,WAP Version,Call Divert,Shock Resistant,Operating Range,International Warranty,Display Type,Dual Camera Lens,Sales Package,Maximum Operating Altitude,Operating Frequency,GPU,Display,Standby Time,GPS,Diameter,Supported Memory Card Type,Frame Rate,Service Type,Voice Control,Java Application,Messaging Support,Primary Camera Available,Infrared,Music Player,Quick Charging,Supported Apps,One Touch Button,warranty_summary,Wi-Fi Hotspot,Activity Tracking Function,Call Records,Dial Shape,Thickness,Music Time,Supported Audio Format,Image Editor,Video Call Support,Compatible Device,Touch Enabled,Dual Battery,Bluetooth,3G,Optical Zoom,Display Resolution,Audio Formats,Bluetooth Support,Charger Type,Touch Control,Instant Message,Alarm Clock,Material,TV Out,Audio Features,Additional Content,Strap Color,Battery Type,Sensors,Internal Memory,Altimeter,Voice Input,Activity Tracker Present,Touchscreen Type,NFC,Step Count,Care Instructions,Display Colors,Social Networking Phone,Field of View,Other Features,Charging Time,Call Wait/Hold,User Memory,Chronograph,Full HD Recording,SIM Access,Logs,Keypad,Certification,Compatible Operating System,GPRS Features,Compatible Devices,Date & Time Display,Micro USB Port,User Interface,3G Speed,Conference Call,Expandable Storage,Connectivity Range,Calendar,Size,Backlight Display,JAVA Support,Microphone,Water Resistant,Rechargeable Battery,Notification,Graphics PPI,SMS,Phone Book Memory,Speed Dialing,Expandable Memory,Operating Temperature,Keypad Type,Noise Cancellation,Bluetooth Range,Supported Languages,USB Tethering,USB Connectivity,Wifi Enabled,Water Resistance Depth,Charge Time,Hot SWAP Support,Ringtones Format,Heart Rate Monitor,Compass,Supported Video Format,Other Display Features,HD Playback,Not Covered in Warranty,Closure,Other Connectivity Features,Language,Ideal For,Video Formats,Ergonomic Design,Audio Transparency,Compatible With,Browser,FM Radio Recording,Sound Enhancements,Brand Color,Technology Used,Primary Camera Features,WAP,Wireless Options,Mobile Tracker,Weight,MMS,Height,Map Support,HD Recording,Call Log Memory,Digital Zoom,Secondary Camera,Processor Type,Bluetooth Version,Wireless Charging,Water-Resistant Depth,Third Party App Support,not_covered_in_warranty,Mini USB Port,covered_in_warranty,Video Recording Resolution,Other Multimedia Features,Speaker Phone,Wifi Version,Speaker,Function,Battery Chargeable,Dial Material,Sensor Type,Suitable For,Call Timer,Type,Covered in Warranty,Strap Material,Other Fitness Features,Bluetooth Enabled,Talk time,FM Radio,Warranty Service Type,service_type,Wireless Data Processing,SIM Size,Audio Jack Supported,Stand By Time,Secondary Camera Available,Secondary Clock Speed,Other Dimensions,Notification Type,Secondary Camera Features,Processor Name,Wi-Fi Version,Heart Rate Monitor Present,Other Battery Features,Compatible OS,Hands Free,Smartphone,Games,Upgradable Operating System,Phone Book,Operating System Supported,SMS Memory,Wi-Fi,Resolution Type,Total Memory,Gesture Control,Type of Tracking,HD Game Support,DLNA Support,Series,GPS Support,Call Features,Internet Connectivity,EDGE,Business Phone,Other Watch Functions,Other Camera Features,Micro USB Version,Video Features,Domestic Warranty
JIYANSHI Micromax AO5010 compatible smart watch Silver SmartwatchÂ Â (Black Strap Free Size),"‚¹1,799",,G.T08.slvr_re.257,Micromax AO5010 compatible smart watch,,,,,Yes,,1.54 inch,,Android,,,,8 GB,,2 MP,,,,N/A,,,,,Silver,LED,,,,54 mm,1 year,,,Watchphone,,G- Sensor,,,,1,,,,,Yes,No,,,Low: 92 dB,,,Yes,,,,10 m,,OLED,,"1 bluetooth Smartwatch,1 charging data cable",,,,,,,27 mm,,,,Yes,,Yes,,,,,,,,,,,Square,10 mm,,MP3,,,Android,,,Yes,,,240*240 pixel,,,USB Cable,,,Yes,,,"Audio Player, Voice Recording",,Black,Lithium Polymer,,512 MB,,,,,,Yes,,,,,Important: To insert the sim card and Memory card in the Smartwatch You have to open the back Lid(cover) with the help of a screw driver.,,,,,,,,,,"Android, ios & Windows",,,Date &Time,,,,,,,Yes,Free Size,Yes,,Yes,No,Yes,"Call Reminder, SMS Reminder, Sedentary Reminder",,,,,32 GB,,,,,,,,,,100 min,,,No,,,Touchscreen,,N/A,Buckle,,English,Unisex,,,,,,,,,,,,,,200 g,,56 mm,,,,,,,v4.0,,,Not Supported,,,,,,,,Yes,,,Stainless Steel,,,,,N/A,Silicone,"Pedometer,Sleep Monitoring",,4 hr,,N/A,,,,,6 hr,,,,"Ringer,Vibration",,,,,,,,,,,,,,Yes,,,,,,,,,"Hand Free Calls,Reject Calls, Answer Calls, Mute Calls, Speed Dial",,,,"Calculator,Bluetooth,Chronograph,Calender,Alarm Clock,Sync Phonebook,Anti-Lost,Preloaded Apps","Remote Camera,Video Recording",,"Video Recorder, Video Player",1 Months
Life Like V8 BLUETOOTH WITH SIM CARD & SD CARD SUPPORT WHITE SmartwatchÂ Â (White Strap Regular),"‚¹1,499",,V8 BLUETOOTH WITH SIM CARD & SD CARD SUPPORT,V8 BLUETOOTH WITH SIM CARD & SD CARD SUPPORT,,,,,Yes,,1.54 inch,,ANDROID,,,,512 MB,,1.3 MP,,,,6 MONTHS LIFE LIKE WARRANTY,,,,,SILVER,,,,,,3 YEARS,,,Watchphone,,G-SENSOR,,,,2,,,,,Yes,Yes,,,,,,,,,,10 m,,,,1 SMARTWATCH 1 USB CABLE 1 USER GUIDE,,,,,,,,,,,,,Yes,,,,,,,,,,,Circle,,,,,,ANDROID PHONES,,,Yes,,,240X240 pixel,,,USB CABLE,,,Yes,,,,,White,Lithium Ion,,256 MB,,,,,,Yes,,,,,,,,,Yes,,,,,,ANDROID 4.3,,,DATE & TIME,,,,,,,Yes,Regular,,,YES,Yes,Yes,"Incoming call, Calendar reminder, Alarm clock, Message notifier, Email notifier",,,,,32 GB,,,,,,,,,,120 min,,,,,,,FULLHD,"Warranty Does Not Cover Any External Accessories (Such As Battery, Cable, Carrying Bag), Damage Caused To The Product Due To Improper Installation By Customer, Normal Wear And Tear To Magnetic Heads, Audio, Video, Laser Pick-Ups And Tv Picture Tubes, Panel, Damages Caused To The Product By Accident, Lightening, Ingress Of Water, Fire, Dropping Or Excessive Shock, Any Damage Caused Due To Tampering Of The Product By An Unauthorized Agent, Liability For Loss Of Data, Recorded Images Or Business Opportunity Loss.",,,"English, French, Polish, Portuguese, Italian, German, Dutch, Vietnamese, Arabic",Unisex,,,,,,,,,,,,,,,,,,FULL HD,,,,,V3.0,,,,,,,,,,,1,,,STAINLESS STEEL,,,,,Manufacturing Defects,Rubber,Fitness Tracker Camera Email & Messaging Passometer,,5 hr,,OFF-SITE SERVICE,,,,,10 hr,,,,"Ringer, Vibration, Ringer + vibration",,MTK6261D,,,,,,,,,,,,,,,,,,,,,"Accept/ Reject Calls & Mute Calls, Bluetooth Call",,,,Sleep Tracker Fitness Tracker Email & Messaging Push Message Answer Call Call Reminder Passometer Remote Control Dial Call,,,,6 Months
Medulla U8 for Android phone Bluetooth Red SmartwatchÂ Â (Red Strap Regular),‚¹749,,U8,U8 for Android phone Bluetooth,,,,,Yes,,1.44 inch,,Android,,,,,,,,,,,,,,,Black,,,,,40 mm,2 Years,,,Watchphone,,"G-Sensor, Sleep Monitor, Pedometer",,,,4,,,,,Yes,,,Yes,,,,Yes,,,,15 m,,TFT LED,,"1 Smartwatch, I charging cable",,,,,,No,,,,,,,Yes,,,,,,,,,,,Square,10 mm,,MP3,,,Android Phones,,,Yes,,,128x128 pixels,,,USB Cable,,,Yes,,,,,Red,Li-ion,,,Yes,,,,,Yes,,,,,"Barometer, Pedometer, Calorie Counter, Sleep monitor",,,,No,,,,,,Android,,,Date & Time,,,,,,,Yes,Regular,,,1 Microphone,Yes,Yes,"Calendar reminder, SMS Reminder, Calls",,,,,,,,,,,,,,,30 min,,,No,,,,,,Buckle,,"English, Spanish, French, Chinese",Unisex,,,,,,,,,,,,,,45 g,,,,,,,,,4.0,,,,,,,,,,,1 Speaker,,,Stainless Steel,,,,,,Silicone,"Passometer, Step Counter, Sleep Monitor, Sedantory Reminder, Drink Water Reminder, Calorie Counter",,4 hr,,,,,,,160 hr,,,,"Vibration, Ring tone",,MTK6261,,,,,,,,,,,,No,,,,,,,,,"Make and recieve Calls, Reject & Mute Calls, Call logs, Vibration",,,,"Barometer, Altimeter, Pedometer, Calorie Counter, Sedantory reminder, Drink water Reminder, Sleep Monitor, Bluetooth Notifications, Call logs, Music Player",,,,
Bingo T30 Gold Bluetooth Notification SmartwatchÂ Â (Brown Strap Regular),‚¹999,,T30,T30 Gold Bluetooth Notification,,,,,Yes,,1.54 inch,,Android Wear,,,,,,,,,,,,,,,golden,,,,,,2.5 Years,,,Watchphone,,G-Sensor,,,,1,,,,,Yes,No,,,,,,,,,,,,,,1 Smartwatch,,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,,,,,Yes,,,240x240 pixels,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,Date & Time,,,,,,,,Regular,,,,No,Yes,,,,,,,,,,,,,,,,120 min,,,,,,,,,,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stainless steel,,,,,,Silicone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Sleep Tracker,,,,6 Months
"Stark Oppo , Vivo & Mi 4G Calling Smart Mobile watch Compatible With Android & Ios SmartwatchÂ Â (Gold Strap Regular)",‚¹996,,DZ,"Oppo , Vivo & Mi 4G Calling Smart Mobile watch Compatible With Android & Ios",,,,,Yes,,1.54 inch,,,,,,,,,,,,6 Months manufacturer warranty,,,,,,,,,,,2,,,"Watchphone, Notifier, Health & Medical, Fitness & Outdoor, Safety & Security",,"Gyroscope, Watch phone",,,,,,,,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Rectangle,,,,,,,,,Yes,,,320*320 pixel,,,,,,,,,,,Gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CELESTECH with Fitness Tracker, Camera, Sim Card and 32 GB Memory Card Slot smartwatch Black n Red SmartwatchÂ Â (Black Strap Free Size)","‚¹1,999",,CV9,"with Fitness Tracker, Camera, Sim Card and 32 GB Memory Card Slot smartwatch",,,,,Yes,,1.44 inch,,,,,,,,1 MP,,,,15 days against any manufacturing defect,,,,,Black,,,,,53 mm,1 Year,,,Watchphone,,Pedometer,,,,1,,,,,Yes,Yes,,Yes,,,,,,,,10 m,,IPS LCD,,"1 Smartwatch, 1 User Manual, 1 Charging Cable",,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Circle,13 mm,,"Mp3, MP4",,,"Oneplus, Iphone, HTC, Lenovo, oppo, samsung, micromax,vivo, redmi, xiaomi, google, lava, gionee etc",,,Yes,,,320 *320 pixel,,,USB Cable,,,Yes,,,Voice Recording,,Black,Lithium Ion,,,,,,,,Yes,,,,,,,,,,,,,,,"IOS, Android",,,Date & Time,,,,,,,Yes,Free Size,Yes,,Yes,No,Yes,"Call Notification, SMS Notification, Whatsapp Notification, Wechat Notification, facebook notification when connected via bluetooth with your mobile",,,,,32 GB,,,,,,,,,,120 min,,,,,,,,"Any damage due to exterior defect, breakage, careless handling, exposure to water, dust etc",Buckle,"Remote Mobile Camera Operation, Accept Reject Calls",,Unisex,,,,,,,,,,,,,,60 g,,44 mm,,,,,,,v4.0,,,,,,,,"Remote Audio Player, Bluetooth Connectivity, Remote Phone Camera Operation",,,Yes,,,Alloy,,,,,Internal Manufacturing defects only,Silicone,"Pedometer, Sleep Tracking, Sedentary Reminder",,10 hr,,,,,,,48 hr,,,,"Ringer, Vibration",,,,,,,,,,,,,,,,,"Change Music, Answer/ reject Calls, Remote click photos from phone,",,,,,,"Mute Calls, Reject Calls, Take Calls, Speed Dial",,,,"Calculator, Anti Lost Function, Remote Phone Camera Operation, Sedentary Reminder, sound recording","Auto Focus, HD Resolution, Remote Capture",,,
Platina For Samsung SmartwatchÂ Â (Black Strap Samsung),‚¹999,,dz,For Samsung,,,,,Yes,,1.63 inch,,,,,,,,2 MP,,,,,,,,,,,,,,,2 years,,,"Watchphone, Notifier, Health & Medical, Fitness & Outdoor, Safety & Security",,No,,,,,,,,,Yes,Yes,,,,,,Yes,,,,,,HD,,1smart watch,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,Square,,,,,,"Samsung, Iphone, HTC, Intex, Mi, Vivo, One Plus, Micromax, Nokia, LG, Lenovo, Huawei, TCL, oppo, CREO, Celkon, iball, Karbonn, LYF, Micromax, Onida, Ringing Bells, Spice Digital, Videocon, Xolo, YU Televentures, Gionee, Haier, LeEco, ZTE, Philips, Asus",,,Yes,,,320 pixel,,,,,,Yes,,,,,Black,Lithium Ion,,,Yes,,,,,No,,,,,,,,,Yes,,,,,,,,,yes,,,,,,,Yes,Samsung,No,,,Yes,Yes,"Reject & mute calls, Call Answering",,,,,128 GB,,,,,,,,,,,,,Yes,Yes,,,,,,,"English,French,German,ItalianoSpanish,Portuguese,Hindi,FinnishRussian,Turkish,Arabic,SwedishThai,Vietnamese,Chinese",Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATION4U C4U-DZ-40 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),"‚¹1,099",,DZ09-40 Compatible With Gionee G2,C4U-DZ-40 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,Android Wear,,,,,,2 MP,,,,6 Months Warranty for Manufacturing Defects,,,,,Multicolor,,,,,,2 years,,,Watchphone,,"Accelerometer, Gyroscope",,,,1,,,,,Yes,,,No,,,,Yes,,,,5 m,,,,1 Smartwatch,,,,,,No,,,,,,,No,,,,,,,,,,,Square,,,,,,Gionee G2,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Black,Li-ion Battery,,,No,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,,,,Yes,Yes,"Ringer, Vibration",,,,,,,,,,,,,,,120 min,,,,No,,,,Any Kind Physical Damage,,,"English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,Not Supported,,,,,,,,Yes,,,Stainless steel,,,,,Manufacturing Defects,Silicone,,,,,"On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",,,,,,,,,"Ringer, Vibration",,,,,,,,,,,,,,No,,,"Change Music, Answer Calls",,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,,,Yes,
Bingo T30 Gold With SIM and 32 GB Memory Card Slot and Fitness Tracker SmartwatchÂ Â (Black Strap Regular),‚¹999,,T3,T30 Gold With SIM and 32 GB Memory Card Slot and Fitness Tracker,,,,,Yes,,1.54 inch,,android and ios,,,,,,,,,,6 Month manufacturer warranty,,,,,gold,,,,,,3,,,Watchphone,,G-sensor,,,,,,,,,Yes,,,Yes,,,,,,,,5 m,,,,"1 Smartwatch, 1 User Manual, 1 Usb",,,,,,,,,,,,,Yes,,,,,,,,,,,Square,,,MP3,,,,,,Yes,,,240x240 pixels,,,USB Cable,,,Yes,,,,,Black,Lithium Ion,,,,,,,,,,,,,,,,,,,,,,,android and ios,,,Date & Time,,,,,,,Yes,Regular,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,MP4,,,,,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,stainless steel,,,,,smartwatch,Rubber,,,3 hr,,replacement,,,,,,,,,Vibration,,,,,,,,,,,,,,No,,,,,,,,,reject and receive calls,,,,,,,,6 Months
CREATION4U C4U-DZ-42 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),"‚¹1,099",,DZ09-42 Compatible With Gionee GPad G3,C4U-DZ-42 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,Android Wear,,,,,,2 MP,,,,6 Months Warranty for Manufacturing Defects,,,,,Multicolor,,,,,,2 years,,,Watchphone,,"Accelerometer, Gyroscope",,,,1,,,,,Yes,,,No,,,,Yes,,,,5 m,,,,1 Smartwatch,,,,,,No,,,,,,,No,,,,,,,,,,,Square,,,,,,Gionee GPad G3,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Black,Li-ion Battery,,,No,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,,,,Yes,Yes,"Ringer, Vibration",,,,,,,,,,,,,,,120 min,,,,No,,,,Any Kind Physical Damage,,,"English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,Not Supported,,,,,,,,Yes,,,Stainless steel,,,,,Manufacturing Defects,Silicone,,,,,"On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",,,,,,,,,"Ringer, Vibration",,,,,,,,,,,,,,No,,,"Change Music, Answer Calls",,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,,,Yes,
IBS silver watch_17 SmartwatchÂ Â (Black Strap Regular),"‚¹1,199",,sw17,silver watch_17,,,,,Yes,,1.54 inch,,Android Wear,,,,,,2 MP,,,,,,,,,Copper,,,,,,2,,,Watchphone,,,,,,,,,,,Yes,,,,,,,,,,,,,Ultra HD,,1 SMARTWATCH with USB Charger,,,,,,,,,,,,,,,,,,,,,,,,Square,,,"MP3, MP4",,,"Android, IPhone(Limited Functions)",,,Yes,,,240x240 pixel,,,USB Cable,,,,,,,,Black,380 mAh,,,,,,,,Yes,,,,,"Calculator, change display profiles",,,,,,,,,,,,,Date & Time,,,,,,,Yes,Regular,,,Inbuilt Micropohone,No,Yes,"Missed Call, SMS",,,,,,,,,,,,,,,,,,,,MP4,3 Clock Designs,,,,"Remote Camera Operation, Receive Calls from your watch",,Unisex,,,,,,,,,,,,,,249 g,,,,,,,,,,,,,,,,,FM Radio,,,,,,Stainless Steel,,,,,1 Month Replacement Guarantee against Manufacturing Defect,Stainless steel,"Pedometer, Sleep Monitor, Sedentary Reminder",,,,,,,,,90 hr,,,,Vibration,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calculator, Anti Lost Feature, Audio Player, Sound Recording","Zoom, Effect Settings (GrayScale, Sepia, Color Invert)",,Video Recording,
HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with BQ Aquaris E4.5 Silver SmartwatchÂ Â (White Strap Regular),"‚¹2,349",,HTMAX Y1-26,BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with BQ Aquaris E4.5,,,,,Yes,,1.54 inch,,Android,,,,,,,,,,1 Month Manufacture Warranty,,,,,Silver,,,,,,1 Years,,,Fitness & Outdoor,,"G-Sensor, Sleep Monitor, Pedometer",,,,1,,,,,Yes,,,,,,,Yes,,,,10 m,,,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Oval,,,MP3,,,BQ Aquaris E4.5,,,Yes,,,240 x 240 pixel,,,USB Cable,,,Yes,,,,,White,Li-ion Battery,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Date & Time Display,,,,,,,Yes,Regular,,,1 Microphone,No,Yes,"Calendar Reminder, Missed Call Notification",,,,,32 GB,,,,,,,,,,120 min,,,,,,,,"Physical damages, Water Damages, Moisture Damages, Seal Tampering & Burnout Cases",Bukle,,English,Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,,,,,,,,,,,,Stainless Steel,,,,,Warranty Of The Product Is Limited To Manufacturing Defects Only,Rubber,Sleep Tracking,,,,Customer Need to Sent at Seller End,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,,,,,1 Month
"IBS with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker SMART WATCH MOBILE BLACK SmartwatchÂ Â (Black Strap Regular)","‚¹1,299",,DZ09,"with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker SMART WATCH MOBILE",,,,,Yes,,1.44 inch,,android,,,,,,1.9 MP,,,,NA,,,,,BLACK,,,,,,2 Years,,,Watchphone,,"Accelerometer, Gyroscope, Pedometer",,,,2,,,,,Yes,Yes,,No,,,,Yes,,,,,,Super AMOLED,,"1 SMART WATCH, 1 usb cable, 1 user manual",,,,,,,,,,,MAKE CALLS,,Yes,,,,,,,,,,,Rectangle,9.9 mm,,mp3,,,,,,Yes,,,320x320 pixels,,,USB CABLE,,,Yes,,,noise cancellation,,Black,li-ion battery,,512,Yes,,,,,Yes,,,,,,,,,Yes,,,,,,ANDROID 4.3,,,DATE NAD TIME,,,,,,,Yes,Regular,,,,Yes,Yes,"MISSED CALL, MESSAGE REMAINDER",,,,,64 GB,,,,,,,,,,60 min,,,No,,mp4,,full hd,,,,ENGLISH HINDI CHINESE,Unisex,,,,,,,,,,,,,,,,,,FULL HD,,,,,v3.0,,,,,,,,,,,1,,,stainless steel,,,,,NA,Rubber,,,4 hr,,,,,,,11 hr,,,,vibration,,,,,,,,,,,,,,No,,,"change music, answer call",,,,,,reject and mute calls,,,,,,,HD VIDEO RECORDING,
Padraig y1 silver SmartwatchÂ Â (Silver Strap FREE),"‚¹2,099",,svr_y1.716,y1 silver,,,,,Yes,,1.53 inch,,,,,,,,,,,,,,,,,silver,,,,,,3,,,Watchphone,,accelometer,,,,,,,,,Yes,No,,No,,,,,,,,,,LED,,"1 smartwatch, 1 usb charging cable, 1 user manual",3000 m,,,,,No,,,,,Yes,,Yes,,,,,,,,,,,Circle,,,,,,,,,Yes,,,240X240 pixel,,,,,,Yes,,,,,Silver,Lithium Ion,,,No,,,,,Yes,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,FREE,No,,,No,Yes,"missed call, sms",,,,,,,,,,,,,,,,,,,No,,,,,clasp,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aluminium,,,,,,Silicone,,,,,,,,,,,,,,"ringer, vibration",,,,,,,,,,,,,,No,,,,,,,,,,,,,"calling, whats app, facebook, sms",,,,
CREATION4U C4U-DZ-115 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver SmartwatchÂ Â (Silver Strap Regular),"‚¹1,099",,DZ09-115 Compatible With Karbonn The Legend 2.4,C4U-DZ-115 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,Android Wear,,,,,,2 MP,,,,6 Months Warranty for Manufacturing Defects,,,,,Multicolor,,,,,,2 years,,,Watchphone,,"Accelerometer, Gyroscope",,,,1,,,,,Yes,,,No,,,,Yes,,,,5 m,,,,1 Smartwatch,,,,,,No,,,,,,,No,,,,,,,,,,,Square,,,,,,Karbonn The Legend 2.4,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Silver,Li-ion Battery,,,No,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,,,,Yes,Yes,"Ringer, Vibration",,,,,,,,,,,,,,,120 min,,,,No,,,,Any Kind Physical Damage,,,"English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,Not Supported,,,,,,,,Yes,,,Stainless steel,,,,,Manufacturing Defects,Silicone,,,,,"On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",,,,,,,,,"Ringer, Vibration",,,,,,,,,,,,,,No,,,"Change Music, Answer Calls",,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,,,Yes,
Wokit DZ09-31 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown SmartwatchÂ Â (Brown Strap Regular),"‚¹1,099",,WKT- DZ09-31,DZ09-31 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,"Android, iOS, Windows",,,,,,2 MP,,,,,,,,,Brown,,,,,,2 Years,,,Watchphone,,"Sleep Moniter, Pedometer",,,,1,,,,,Yes,,,Yes,,,,,,,,10 m,,TFT,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Square,,,,,,Celkon Ultra Q500,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Brown,Li-ion Battery,,,Yes,,,,,,,,,,,,,,No,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time Display,,,,,,,Yes,Regular,Yes,,1 Microphone,No,Yes,"Ringing reminder when you receive a call, Ringing reminder once your mobile phone disconnected, Diaplay the number or name of incoming calls, Ring reminder when Android smart phone receive a message (including Wechat, Facebook, Whatsup, Twitter, Skype and so on)",,,,,32 GB,,,,,,,,,,120 min,,,,No,,,,Any Physical Damage,Bukle,,"English, French, Spanish, Arabic, Many more",Unisex,,,,,,,,,,,,,,,,,,,,,,,v 3.0 + EDR,,,Not Supported,,,,,,,,Yes,,,Stainless Steel,,,,,Manufacturer Defects Only,Silicone,,,3 hr,,,,,,,160 hr,,,,"Vibration,Ringing",,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,"Accelerometer, Gyroscope",,,1 Month
