,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
234,David Davis,228,./data/test/.\234.txt,2,227,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
235,Mark Oaten,279,./data/test/.\234.txt,2,278,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
236,Tony Blair,340,./data/test/.\234.txt,2,339,True,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
237,Charles Kennedy,6,./data/test/.\247.txt,2,5,True,1,0,False,False,100,False,False,False,False,False,False,False,False,False,False
238,Tony Blair,221,./data/test/.\247.txt,2,220,True,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
239,Tony Blair,7,./data/test/.\249.txt,2,6,True,2,0,False,False,100,False,False,True,False,False,False,False,False,False,False
240,Michael Howard,58,./data/test/.\249.txt,2,57,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
241,William Hague,104,./data/test/.\249.txt,2,103,True,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
242,Charles Kennedy,107,./data/test/.\249.txt,2,106,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
243,Alan Milburn,26,./data/test/.\261.txt,2,25,True,2,3,False,False,100,False,False,False,False,False,False,False,False,False,False
244,Gordon Brown,29,./data/test/.\261.txt,2,28,True,5,0,False,False,100,False,False,False,False,False,False,False,False,False,False
245,John Prescott,57,./data/test/.\261.txt,2,56,True,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
246,John Prescott,298,./data/test/.\261.txt,2,297,True,3,1,False,False,100,False,False,False,False,False,False,False,False,False,False
247,John Redwood,66,./data/test/.\265.txt,2,65,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
248,Michael Howard,179,./data/test/.\265.txt,2,178,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
249,Paul Boateng,267,./data/test/.\265.txt,2,266,True,3,100,False,False,5,False,False,True,False,False,False,False,False,False,False
250,Dick Morris,9,./data/test/.\267.txt,2,8,True,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
251,Bill Clinton's,35,./data/test/.\267.txt,2,34,True,5,100,False,False,100,False,False,False,True,False,False,False,False,False,False
252,Viktor Yushchenko,96,./data/test/.\267.txt,2,95,True,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
253,Michael Howard,365,./data/test/.\267.txt,2,364,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
254,Robert Kilroy-Silk,460,./data/test/.\267.txt,2,459,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
255,Michael Howard,8,./data/test/.\271.txt,2,7,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
256,Robert Jackson,61,./data/test/.\271.txt,2,60,True,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
257,David James,311,./data/test/.\271.txt,2,310,True,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
258,Paul Boateng,423,./data/test/.\271.txt,2,422,True,100,100,False,False,3,False,False,True,False,False,False,False,False,False,False
259,Charles Kennedy,467,./data/test/.\271.txt,2,466,True,100,2,False,False,100,False,False,False,False,False,False,False,False,False,False
260,Michael Howard's,477,./data/test/.\271.txt,2,476,True,3,100,False,False,100,True,False,False,True,False,False,False,False,False,False
261,Michael Howard,64,./data/test/.\272.txt,2,63,True,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
262,Charles Kennedy,75,./data/test/.\272.txt,2,74,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
263,Robert Jackson,215,./data/test/.\272.txt,2,214,True,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
264,Tony Blair,9,./data/test/.\276.txt,2,8,True,100,3,False,False,100,False,False,False,False,False,False,False,False,False,False
265,Gordon Brown,12,./data/test/.\276.txt,2,11,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
266,Duncan Bannatyne,30,./data/test/.\276.txt,2,29,True,3,100,False,False,100,False,False,False,False,False,False,False,False,False,False
267,Robert Peston's,125,./data/test/.\276.txt,2,124,True,100,1,False,False,100,False,False,True,True,False,False,False,False,False,False
268,Gordon Brown,167,./data/test/.\276.txt,2,166,True,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
269,Robin Cook,321,./data/test/.\276.txt,2,320,True,2,0,False,False,100,True,False,False,False,False,False,False,False,False,False
270,Dave Prentis,433,./data/test/.\276.txt,2,432,True,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
271,Irene Khan,41,./data/test/.\279.txt,2,40,True,100,0,False,False,100,False,False,True,False,False,False,True,False,False,False
272,Tony Blair,5,./data/test/.\295.txt,2,4,True,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
273,Harold Wilson's,31,./data/test/.\295.txt,2,30,True,100,100,False,False,100,False,False,False,True,False,False,False,False,False,False
274,Margaret Thatcher's,60,./data/test/.\295.txt,2,59,True,2,100,False,False,100,False,False,False,True,False,False,False,False,False,False
275,Gordon Brown,219,./data/test/.\295.txt,2,218,True,5,100,False,False,100,False,False,False,False,False,False,False,False,False,False
276,Tony Blair,286,./data/test/.\295.txt,2,285,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
277,Gordon Brown,307,./data/test/.\295.txt,2,306,True,1,1,False,False,100,False,True,False,False,False,False,False,False,False,False
278,Tony Blair,7,./data/test/.\401.txt,2,6,True,4,0,False,False,100,False,False,False,False,False,False,False,False,False,False
279,Andrew Marr,31,./data/test/.\401.txt,2,30,True,2,0,False,False,100,False,False,False,False,False,False,True,False,False,False
280,Tony Blair,226,./data/test/.\401.txt,2,225,True,5,3,False,False,100,False,False,True,False,False,False,False,False,False,False
281,Gordon Brown,2,./data/test/.\406.txt,2,1,True,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
282,Gordon Brown,26,./data/test/.\406.txt,2,25,True,100,0,False,False,100,True,False,False,False,False,False,False,False,False,False
283,Gordon Brown,138,./data/test/.\406.txt,2,137,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
284,Michael Ancram,242,./data/test/.\406.txt,2,241,True,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
285,Tony Blair,278,./data/test/.\406.txt,2,277,True,100,100,False,False,3,False,False,True,False,False,False,False,False,False,False
286,John Smith's,303,./data/test/.\406.txt,2,302,True,4,100,False,False,100,False,False,False,True,False,False,False,False,False,False
287,John Smith,313,./data/test/.\406.txt,2,312,True,100,3,False,False,100,False,False,False,False,True,False,False,False,False,False
288,Tony Blair,323,./data/test/.\406.txt,2,322,True,1,2,False,False,100,False,False,False,False,False,False,False,False,False,False
289,Sarah Macaulay,496,./data/test/.\406.txt,2,495,True,100,100,False,False,100,False,False,False,False,True,False,False,False,False,False
290,Alan Milburn,832,./data/test/.\406.txt,2,831,True,4,1,False,False,100,False,False,True,False,False,False,False,False,False,False
291,Liam Fox,55,./data/test/.\409.txt,2,54,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
292,Tony Blair's,64,./data/test/.\409.txt,2,63,True,100,0,False,False,100,True,False,False,True,False,False,False,False,False,False
293,Shaun Ley,149,./data/test/.\409.txt,2,148,True,100,0,False,False,100,False,False,False,False,False,False,True,False,False,False
294,Michael Howard,174,./data/test/.\409.txt,2,173,True,100,1,False,False,100,False,True,False,False,False,False,False,False,False,False
295,Michael Howard,68,./data/test/.\410.txt,2,67,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
296,Sir John Bourn,130,./data/test/.\080.txt,3,128,True,5,100,True,False,1,False,False,True,False,False,False,False,False,False,False
297,Sir Archy Kirkwood,67,./data/test/.\116.txt,3,65,True,4,100,True,False,1,False,False,True,False,False,False,False,False,False,False
298,Kalan Kawa Karim,246,./data/test/.\185.txt,3,244,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
299,George W Bush,182,./data/test/.\188.txt,3,180,True,2,1,False,False,1,False,False,True,False,False,False,False,False,False,False
300,Robert Kilroy Silk,584,./data/test/.\267.txt,3,582,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
301,Sir Teddy Taylor,221,./data/test/.\296.txt,3,219,True,100,3,True,False,1,False,False,True,False,False,False,False,False,False,False
302,David Lloyd George,56,./data/test/.\406.txt,3,54,True,1,1,False,False,100,False,True,False,False,False,False,False,False,False,False
