All-Words,end,filename,n-gram,start,classtype
home,337,./markedupfiles/001.txt,1,337,False
time.,340,./markedupfiles/001.txt,1,340,False
Hewitt,342,./markedupfiles/001.txt,1,342,False
also,343,./markedupfiles/001.txt,1,343,False
taxpayers,352,./markedupfiles/001.txt,1,352,False
employers.,354,./markedupfiles/001.txt,1,354,False
But,355,./markedupfiles/001.txt,1,355,False
David,356,./markedupfiles/001.txt,1,356,False
Frost,357,./markedupfiles/001.txt,1,357,False
director,358,./markedupfiles/001.txt,1,358,False
general,359,./markedupfiles/001.txt,1,359,False
British,362,./markedupfiles/001.txt,1,362,False
Chambers,363,./markedupfiles/001.txt,1,363,False
Commerce,365,./markedupfiles/001.txt,1,365,False
many,368,./markedupfiles/001.txt,1,368,False
small,369,./markedupfiles/001.txt,1,369,False
firms,370,./markedupfiles/001.txt,1,370,False
"""crippled""",373,./markedupfiles/001.txt,1,373,False
move.,376,./markedupfiles/001.txt,1,376,False
"""While",377,./markedupfiles/001.txt,1,377,False
majority,379,./markedupfiles/001.txt,1,379,False
salary,382,./markedupfiles/001.txt,1,382,False
covered,386,./markedupfiles/001.txt,1,386,False
government's,389,./markedupfiles/001.txt,1,389,False
statutory,390,./markedupfiles/001.txt,1,390,False
recruitment,392,./markedupfiles/001.txt,1,392,False
advertising,394,./markedupfiles/001.txt,1,394,False
retraining,396,./markedupfiles/001.txt,1,396,False
strain,400,./markedupfiles/001.txt,1,400,False
company,403,./markedupfiles/001.txt,1,403,False
said.,408,./markedupfiles/001.txt,1,408,False
Further,409,./markedupfiles/001.txt,1,409,False
details,410,./markedupfiles/001.txt,1,410,False
government's,413,./markedupfiles/001.txt,1,413,False
outlined,417,./markedupfiles/001.txt,1,417,False
Monday.,419,./markedupfiles/001.txt,1,419,False
New,420,./markedupfiles/001.txt,1,420,False
mothers,421,./markedupfiles/001.txt,1,421,False
currently,423,./markedupfiles/001.txt,1,423,False
entitled,424,./markedupfiles/001.txt,1,424,False
average,428,./markedupfiles/001.txt,1,428,False
earnings,429,./markedupfiles/001.txt,1,429,False
first,432,./markedupfiles/001.txt,1,432,False
six,433,./markedupfiles/001.txt,1,433,False
weeks,434,./markedupfiles/001.txt,1,434,False
giving,436,./markedupfiles/001.txt,1,436,False
birth,437,./markedupfiles/001.txt,1,437,False
week,442,./markedupfiles/001.txt,1,442,False
baby,445,./markedupfiles/001.txt,1,445,False
six,447,./markedupfiles/001.txt,1,447,False
months,448,./markedupfiles/001.txt,1,448,False
old.,449,./markedupfiles/001.txt,1,449,False
Brown,0,./markedupfiles/005.txt,1,0,True
ally,1,./markedupfiles/005.txt,1,1,False
rejects,2,./markedupfiles/005.txt,1,2,False
Budget,3,./markedupfiles/005.txt,1,3,False
spree,4,./markedupfiles/005.txt,1,4,False
Chancellor,5,./markedupfiles/005.txt,1,5,False
Gordon,6,./markedupfiles/005.txt,1,6,False
Brown's,7,./markedupfiles/005.txt,1,7,False
closest,8,./markedupfiles/005.txt,1,8,False
ally,9,./markedupfiles/005.txt,1,9,False
denied,11,./markedupfiles/005.txt,1,11,False
suggestions,12,./markedupfiles/005.txt,1,12,False
Budget,17,./markedupfiles/005.txt,1,17,False
giveaway,18,./markedupfiles/005.txt,1,18,False
March.,21,./markedupfiles/005.txt,1,21,False
Balls,23,./markedupfiles/005.txt,1,23,False
ex-chief,24,./markedupfiles/005.txt,1,24,False
economic,25,./markedupfiles/005.txt,1,25,False
adviser,26,./markedupfiles/005.txt,1,26,False
Treasury,29,./markedupfiles/005.txt,1,29,False
spending,35,./markedupfiles/005.txt,1,35,False
spree,36,./markedupfiles/005.txt,1,36,False
polling,38,./markedupfiles/005.txt,1,38,False
day.,39,./markedupfiles/005.txt,1,39,False
But,40,./markedupfiles/005.txt,1,40,False
Balls,42,./markedupfiles/005.txt,1,42,False
prospective,44,./markedupfiles/005.txt,1,44,False
Labour,45,./markedupfiles/005.txt,1,45,False
confident,50,./markedupfiles/005.txt,1,50,False
chancellor,52,./markedupfiles/005.txt,1,52,False
fiscal,56,./markedupfiles/005.txt,1,56,False
rules.,57,./markedupfiles/005.txt,1,57,False
speaking,60,./markedupfiles/005.txt,1,60,False
Sir,62,./markedupfiles/005.txt,1,62,False
Digby,63,./markedupfiles/005.txt,1,63,False
Jones,64,./markedupfiles/005.txt,1,64,False
CBI,65,./markedupfiles/005.txt,1,65,False
director,66,./markedupfiles/005.txt,1,66,False
general,67,./markedupfiles/005.txt,1,67,False
Brown,70,./markedupfiles/005.txt,1,70,False
tempted,74,./markedupfiles/005.txt,1,74,False
extra,78,./markedupfiles/005.txt,1,78,False
cash,79,./markedupfiles/005.txt,1,79,False
pre-election,81,./markedupfiles/005.txt,1,81,False
bribes.,82,./markedupfiles/005.txt,1,82,False
Balls,84,./markedupfiles/005.txt,1,84,False
Treasury,90,./markedupfiles/005.txt,1,90,False
Labour,96,./markedupfiles/005.txt,1,96,False
candidate,97,./markedupfiles/005.txt,1,97,False
election,100,./markedupfiles/005.txt,1,100,False
Brown,105,./markedupfiles/005.txt,1,105,False
golden,109,./markedupfiles/005.txt,1,109,False
economic,110,./markedupfiles/005.txt,1,110,False
"""with",113,./markedupfiles/005.txt,1,113,False
margin,115,./markedupfiles/005.txt,1,115,False
"spare"".",117,./markedupfiles/005.txt,1,117,False
current,129,./markedupfiles/005.txt,1,129,False
tax,130,./markedupfiles/005.txt,1,130,False
credit,131,./markedupfiles/005.txt,1,131,False
rules.,132,./markedupfiles/005.txt,1,132,False
also,134,./markedupfiles/005.txt,1,134,False
rates,139,./markedupfiles/005.txt,1,139,False
ahead,140,./markedupfiles/005.txt,1,140,False
May,144,./markedupfiles/005.txt,1,144,False
election,145,./markedupfiles/005.txt,1,145,False
Labour,150,./markedupfiles/005.txt,1,150,False
Party's,151,./markedupfiles/005.txt,1,151,False
chances,152,./markedupfiles/005.txt,1,152,False
winning.,154,./markedupfiles/005.txt,1,154,False
Expectations,155,./markedupfiles/005.txt,1,155,False
gathered,161,./markedupfiles/005.txt,1,161,False
pace,162,./markedupfiles/005.txt,1,162,False
figures,164,./markedupfiles/005.txt,1,164,False
house,166,./markedupfiles/005.txt,1,166,False
prices,167,./markedupfiles/005.txt,1,167,False
still,169,./markedupfiles/005.txt,1,169,False
rising.,170,./markedupfiles/005.txt,1,170,False
Consumer,171,./markedupfiles/005.txt,1,171,False
borrowing,172,./markedupfiles/005.txt,1,172,False
near-record,176,./markedupfiles/005.txt,1,176,False
pace,177,./markedupfiles/005.txt,1,177,False
January.,179,./markedupfiles/005.txt,1,179,False
"""If",180,./markedupfiles/005.txt,1,180,False
MPC,182,./markedupfiles/005.txt,1,182,False
Bank,184,./markedupfiles/005.txt,1,184,False
England's,186,./markedupfiles/005.txt,1,186,False
Monetary,187,./markedupfiles/005.txt,1,187,False
Policy,188,./markedupfiles/005.txt,1,188,False
justified,198,./markedupfiles/005.txt,1,198,False
election,201,./markedupfiles/005.txt,1,201,False
strength,205,./markedupfiles/005.txt,1,205,False
economy,208,./markedupfiles/005.txt,1,208,False
I'm,211,./markedupfiles/005.txt,1,211,False
predicting,213,./markedupfiles/005.txt,1,213,False
big,227,./markedupfiles/005.txt,1,227,False
election,228,./markedupfiles/005.txt,1,228,False
issue,229,./markedupfiles/005.txt,1,229,False
Britain,231,./markedupfiles/005.txt,1,231,False
Parliamentary,237,./markedupfiles/005.txt,1,237,False
lunch.,238,./markedupfiles/005.txt,1,238,False
"""This",239,./markedupfiles/005.txt,1,239,False
big,242,./markedupfiles/005.txt,1,242,False
political,246,./markedupfiles/005.txt,1,246,False
"culture.""",247,./markedupfiles/005.txt,1,247,False
During,248,./markedupfiles/005.txt,1,248,False
BBC,252,./markedupfiles/005.txt,1,252,False
Radio,253,./markedupfiles/005.txt,1,253,False
Today,255,./markedupfiles/005.txt,1,255,False
programme,256,./markedupfiles/005.txt,1,256,False
Balls,258,./markedupfiles/005.txt,1,258,False
sure,262,./markedupfiles/005.txt,1,262,False
Brown's,264,./markedupfiles/005.txt,1,264,False
Budget,265,./markedupfiles/005.txt,1,265,False
stability,272,./markedupfiles/005.txt,1,272,False
economy.,275,./markedupfiles/005.txt,1,275,False
don't,277,./markedupfiles/005.txt,1,277,False
we'll,279,./markedupfiles/005.txt,1,279,False
pre-election,282,./markedupfiles/005.txt,1,282,False
spending,283,./markedupfiles/005.txt,1,283,False
spree,284,./markedupfiles/005.txt,1,284,False
certainly,287,./markedupfiles/005.txt,1,287,False
said.,295,./markedupfiles/005.txt,1,295,False
His,296,./markedupfiles/005.txt,1,296,False
assurances,297,./markedupfiles/005.txt,1,297,False
Sir,300,./markedupfiles/005.txt,1,300,False
Digby,301,./markedupfiles/005.txt,1,301,False
Jones,302,./markedupfiles/005.txt,1,302,False
stability,304,./markedupfiles/005.txt,1,304,False
important,307,./markedupfiles/005.txt,1,307,False
extra,310,./markedupfiles/005.txt,1,310,False
cash,311,./markedupfiles/005.txt,1,311,False
improving,316,./markedupfiles/005.txt,1,316,False
workers',317,./markedupfiles/005.txt,1,317,False
skills.,318,./markedupfiles/005.txt,1,318,False
His,319,./markedupfiles/005.txt,1,319,False
message,320,./markedupfiles/005.txt,1,320,False
chancellor,323,./markedupfiles/005.txt,1,323,False
"""Please",325,./markedupfiles/005.txt,1,325,False
don't,326,./markedupfiles/005.txt,1,326,False
away,329,./markedupfiles/005.txt,1,329,False
"electioneering.""",334,./markedupfiles/005.txt,1,334,False
Sir,335,./markedupfiles/005.txt,1,335,False
Digby,336,./markedupfiles/005.txt,1,336,False
don't,339,./markedupfiles/005.txt,1,339,False
will.,342,./markedupfiles/005.txt,1,342,False
prudent,351,./markedupfiles/005.txt,1,351,False
chancellor,352,./markedupfiles/005.txt,1,352,False
right,353,./markedupfiles/005.txt,1,353,False
way,355,./markedupfiles/005.txt,1,355,False
through.,356,./markedupfiles/005.txt,1,356,False
Stability,357,./markedupfiles/005.txt,1,357,False
key,360,./markedupfiles/005.txt,1,360,False
word,361,./markedupfiles/005.txt,1,361,False
British,363,./markedupfiles/005.txt,1,363,False
business,364,./markedupfiles/005.txt,1,364,False
boring,366,./markedupfiles/005.txt,1,366,False
stability,367,./markedupfiles/005.txt,1,367,False
anything.,370,./markedupfiles/005.txt,1,370,False
"""We",371,./markedupfiles/005.txt,1,371,False
'don't,376,./markedupfiles/005.txt,1,376,False
public,379,./markedupfiles/005.txt,1,379,False
spending,380,./markedupfiles/005.txt,1,380,False
don't,381,./markedupfiles/005.txt,1,381,False
away.,384,./markedupfiles/005.txt,1,384,False
But,385,./markedupfiles/005.txt,1,385,False
going,389,./markedupfiles/005.txt,1,389,False
anywhere,391,./markedupfiles/005.txt,1,391,False
something,394,./markedupfiles/005.txt,1,394,False
competitiveness,397,./markedupfiles/005.txt,1,397,False
Britain,399,./markedupfiles/005.txt,1,399,False
skilling,403,./markedupfiles/005.txt,1,403,False
people'.,405,./markedupfiles/005.txt,1,405,False
"""That",406,./markedupfiles/005.txt,1,406,False
good,410,./markedupfiles/005.txt,1,410,False
way,411,./markedupfiles/005.txt,1,411,False
"excess.""",415,./markedupfiles/005.txt,1,415,False
Balls,417,./markedupfiles/005.txt,1,417,False
whether,421,./markedupfiles/005.txt,1,421,False
Brown,423,./markedupfiles/005.txt,1,423,False
chancellor,427,./markedupfiles/005.txt,1,427,False
election,430,./markedupfiles/005.txt,1,430,False
amid,431,./markedupfiles/005.txt,1,431,False
speculation,432,./markedupfiles/005.txt,1,432,False
job,438,./markedupfiles/005.txt,1,438,False
Foreign,440,./markedupfiles/005.txt,1,440,False
Secretary.,441,./markedupfiles/005.txt,1,441,False
Gordon,445,./markedupfiles/005.txt,1,445,False
Brown,446,./markedupfiles/005.txt,1,446,False
successful,453,./markedupfiles/005.txt,1,453,False
Labour,454,./markedupfiles/005.txt,1,454,False
government,455,./markedupfiles/005.txt,1,455,False
third,460,./markedupfiles/005.txt,1,460,False
term,461,./markedupfiles/005.txt,1,461,False
priorities,464,./markedupfiles/005.txt,1,464,False
people,467,./markedupfiles/005.txt,1,467,False
Conservative,472,./markedupfiles/005.txt,1,472,False
Party,473,./markedupfiles/005.txt,1,473,False
Britain,477,./markedupfiles/005.txt,1,477,False
Balls,480,./markedupfiles/005.txt,1,480,False
Today.,482,./markedupfiles/005.txt,1,482,False
Prime,483,./markedupfiles/005.txt,1,483,False
Minister,484,./markedupfiles/005.txt,1,484,False
Tony,485,./markedupfiles/005.txt,1,485,False
Blair,486,./markedupfiles/005.txt,1,486,False
yet,488,./markedupfiles/005.txt,1,488,False
election,495,./markedupfiles/005.txt,1,495,False
pundits,498,./markedupfiles/005.txt,1,498,False
betting,500,./markedupfiles/005.txt,1,500,False
May.,503,./markedupfiles/005.txt,1,503,False
Labour,0,./markedupfiles/004.txt,1,0,False
Manchester,2,./markedupfiles/004.txt,1,2,False
The,3,./markedupfiles/004.txt,1,3,False
Labour,4,./markedupfiles/004.txt,1,4,False
Party,5,./markedupfiles/004.txt,1,5,False
autumn,10,./markedupfiles/004.txt,1,10,False
conference,11,./markedupfiles/004.txt,1,11,False
Manchester,13,./markedupfiles/004.txt,1,13,False
Blackpool,16,./markedupfiles/004.txt,1,16,False
confirmed.,20,./markedupfiles/004.txt,1,20,False
The,21,./markedupfiles/004.txt,1,21,False
much,22,./markedupfiles/004.txt,1,22,False
trailed,23,./markedupfiles/004.txt,1,23,False
decision,24,./markedupfiles/004.txt,1,24,False
ratified,26,./markedupfiles/004.txt,1,26,False
Labour's,28,./markedupfiles/004.txt,1,28,False
ruling,29,./markedupfiles/004.txt,1,29,False
National,30,./markedupfiles/004.txt,1,30,False
Executive,31,./markedupfiles/004.txt,1,31,False
Committee,32,./markedupfiles/004.txt,1,32,False
traditional,38,./markedupfiles/004.txt,1,38,False
choice,39,./markedupfiles/004.txt,1,39,False
seaside,42,./markedupfiles/004.txt,1,42,False
venue.,43,./markedupfiles/004.txt,1,43,False
first,48,./markedupfiles/004.txt,1,48,False
since,50,./markedupfiles/004.txt,1,50,False
party,54,./markedupfiles/004.txt,1,54,False
Manchester,57,./markedupfiles/004.txt,1,57,False
host,59,./markedupfiles/004.txt,1,59,False
annual,61,./markedupfiles/004.txt,1,61,False
event.,62,./markedupfiles/004.txt,1,62,False
Blackpool,63,./markedupfiles/004.txt,1,63,False
much,67,./markedupfiles/004.txt,1,67,False
smaller,68,./markedupfiles/004.txt,1,68,False
February,69,./markedupfiles/004.txt,1,69,False
spring,70,./markedupfiles/004.txt,1,70,False
conference,71,./markedupfiles/004.txt,1,71,False
instead,72,./markedupfiles/004.txt,1,72,False
placatory,80,./markedupfiles/004.txt,1,80,False
move.,81,./markedupfiles/004.txt,1,81,False
For,82,./markedupfiles/004.txt,1,82,False
years,83,./markedupfiles/004.txt,1,83,False
main,85,./markedupfiles/004.txt,1,85,False
political,86,./markedupfiles/004.txt,1,86,False
parties,87,./markedupfiles/004.txt,1,87,False
rotated,89,./markedupfiles/004.txt,1,89,False
Blackpool,91,./markedupfiles/004.txt,1,91,False
Bournemouth,92,./markedupfiles/004.txt,1,92,False
Brighton.,94,./markedupfiles/004.txt,1,94,False
And,95,./markedupfiles/004.txt,1,95,False
news,97,./markedupfiles/004.txt,1,97,False
much,99,./markedupfiles/004.txt,1,99,False
larger,100,./markedupfiles/004.txt,1,100,False
annual,101,./markedupfiles/004.txt,1,101,False
conference,102,./markedupfiles/004.txt,1,102,False
Blackpool,108,./markedupfiles/004.txt,1,108,False
coastal,117,./markedupfiles/004.txt,1,117,False
resort.,118,./markedupfiles/004.txt,1,118,False
party,122,./markedupfiles/004.txt,1,122,False
Blackpool,129,./markedupfiles/004.txt,1,129,False
The,135,./markedupfiles/004.txt,1,135,False
following,136,./markedupfiles/004.txt,1,136,False
year,137,./markedupfiles/004.txt,1,137,False
Bournemouth,138,./markedupfiles/004.txt,1,138,False
hosted,139,./markedupfiles/004.txt,1,139,False
event,141,./markedupfiles/004.txt,1,141,False
party,144,./markedupfiles/004.txt,1,144,False
signed,145,./markedupfiles/004.txt,1,145,False
two,147,./markedupfiles/004.txt,1,147,False
year,148,./markedupfiles/004.txt,1,148,False
Brighton,151,./markedupfiles/004.txt,1,151,False
host,153,./markedupfiles/004.txt,1,153,False
autumn,155,./markedupfiles/004.txt,1,155,False
conference.,156,./markedupfiles/004.txt,1,156,False
Colin,157,./markedupfiles/004.txt,1,157,False
Asplin,158,./markedupfiles/004.txt,1,158,False
Blackpool,159,./markedupfiles/004.txt,1,159,False
Hotel,160,./markedupfiles/004.txt,1,160,False
Association,161,./markedupfiles/004.txt,1,161,False
"""We",163,./markedupfiles/004.txt,1,163,False
hard,167,./markedupfiles/004.txt,1,167,False
sure,170,./markedupfiles/004.txt,1,170,False
Blackpool.,175,./markedupfiles/004.txt,1,175,False
"""Obviously",176,./markedupfiles/004.txt,1,176,False
failed,179,./markedupfiles/004.txt,1,179,False
that.,181,./markedupfiles/004.txt,1,181,False
Manchester,185,./markedupfiles/004.txt,1,185,False
crowds.,189,./markedupfiles/004.txt,1,189,False
"""It",190,./markedupfiles/004.txt,1,190,False
Labour,195,./markedupfiles/004.txt,1,195,False
Party,196,./markedupfiles/004.txt,1,196,False
working,200,./markedupfiles/004.txt,1,200,False
class,201,./markedupfiles/004.txt,1,201,False
party,202,./markedupfiles/004.txt,1,202,False
doesn't,203,./markedupfiles/004.txt,1,203,False
main,209,./markedupfiles/004.txt,1,209,False
working,210,./markedupfiles/004.txt,1,210,False
class,211,./markedupfiles/004.txt,1,211,False
resort,212,./markedupfiles/004.txt,1,212,False
"country.""",215,./markedupfiles/004.txt,1,215,False
The,216,./markedupfiles/004.txt,1,216,False
exact,217,./markedupfiles/004.txt,1,217,False
Blackpool,220,./markedupfiles/004.txt,1,220,False
terms,222,./markedupfiles/004.txt,1,222,False
revenue,225,./markedupfiles/004.txt,1,225,False
hotel,227,./markedupfiles/004.txt,1,227,False
accommodation,228,./markedupfiles/004.txt,1,228,False
yet,231,./markedupfiles/004.txt,1,231,False
block,238,./markedupfiles/004.txt,1,238,False
bookings,239,./markedupfiles/004.txt,1,239,False
major,245,./markedupfiles/004.txt,1,245,False
Manchester,246,./markedupfiles/004.txt,1,246,False
hotels,247,./markedupfiles/004.txt,1,247,False
official,250,./markedupfiles/004.txt,1,250,False
announcement.,251,./markedupfiles/004.txt,1,251,False
Hewitt decries,1,./markedupfiles/003.txt,2,0,False
decries 'career,2,./markedupfiles/003.txt,2,1,False
'career sexism',3,./markedupfiles/003.txt,2,2,False
sexism' Plans,4,./markedupfiles/003.txt,2,3,False
beyond six,11,./markedupfiles/003.txt,2,10,False
six months,12,./markedupfiles/003.txt,2,11,False
Labour's election,18,./markedupfiles/003.txt,2,17,False
election manifesto,19,./markedupfiles/003.txt,2,18,False
Industry Secretary,24,./markedupfiles/003.txt,2,23,False
said. Patricia,27,./markedupfiles/003.txt,2,26,False
Patricia Hewitt,28,./markedupfiles/003.txt,2,27,True
"""increasingly high",43,./markedupfiles/003.txt,2,42,False
"high priority""",44,./markedupfiles/003.txt,2,43,False
"""shared goal",48,./markedupfiles/003.txt,2,47,False
goal across,49,./markedupfiles/003.txt,2,48,False
"across government"".",50,./markedupfiles/003.txt,2,49,False
"government"". Ms",51,./markedupfiles/003.txt,2,50,False
Ms Hewitt,52,./markedupfiles/003.txt,2,51,True
productivity seminar,60,./markedupfiles/003.txt,2,59,False
seminar organised,61,./markedupfiles/003.txt,2,60,False
Equal Opportunities,65,./markedupfiles/003.txt,2,64,False
Opportunities Commission,66,./markedupfiles/003.txt,2,65,False
six months',75,./markedupfiles/003.txt,2,74,False
six unpaid.,81,./markedupfiles/003.txt,2,80,False
unpaid. Ms,82,./markedupfiles/003.txt,2,81,False
Ms Hewitt,83,./markedupfiles/003.txt,2,82,True
"""Clearly one",88,./markedupfiles/003.txt,2,87,False
first six,112,./markedupfiles/003.txt,2,111,False
six months,113,./markedupfiles/003.txt,2,112,False
second six,117,./markedupfiles/003.txt,2,116,False
six months.,118,./markedupfiles/003.txt,2,117,False
"months. ""We",119,./markedupfiles/003.txt,2,118,False
taxpayer reimburses,138,./markedupfiles/003.txt,2,137,False
"that."" Ms",146,./markedupfiles/003.txt,2,145,False
Ms Hewitt,147,./markedupfiles/003.txt,2,146,True
Hewitt also,148,./markedupfiles/003.txt,2,147,False
male dominated,162,./markedupfiles/003.txt,2,161,False
dominated sectors,163,./markedupfiles/003.txt,2,162,False
sectors saying,164,./markedupfiles/003.txt,2,163,False
saying sexism,165,./markedupfiles/003.txt,2,164,False
still preventing,170,./markedupfiles/003.txt,2,169,False
preventing women,171,./markedupfiles/003.txt,2,170,False
women reaching,172,./markedupfiles/003.txt,2,171,False
full potential.,175,./markedupfiles/003.txt,2,174,False
potential. Plans,176,./markedupfiles/003.txt,2,175,False
female science,184,./markedupfiles/003.txt,2,183,False
engineering graduates,187,./markedupfiles/003.txt,2,186,False
"""taster courses""",192,./markedupfiles/003.txt,2,191,False
non-traditional jobs.,199,./markedupfiles/003.txt,2,198,False
jobs. Women,200,./markedupfiles/003.txt,2,199,False
men according,209,./markedupfiles/003.txt,2,208,False
Equal Opportunities,213,./markedupfiles/003.txt,2,212,False
Opportunities Commission,214,./markedupfiles/003.txt,2,213,False
The minister,217,./markedupfiles/003.txt,2,216,False
"""career sexism""",225,./markedupfiles/003.txt,2,224,False
"gap. ""Career",234,./markedupfiles/003.txt,2,233,False
"""Career sexism",235,./markedupfiles/003.txt,2,234,False
sexism limits,236,./markedupfiles/003.txt,2,235,False
limits opportunities,237,./markedupfiles/003.txt,2,236,False
full potential.,250,./markedupfiles/003.txt,2,249,False
"potential. ""It",251,./markedupfiles/003.txt,2,250,False
simply wrong,254,./markedupfiles/003.txt,2,253,False
assume someone,257,./markedupfiles/003.txt,2,256,False
someone cannot,258,./markedupfiles/003.txt,2,257,False
said. Earlier,270,./markedupfiles/003.txt,2,269,False
BBC Radio,274,./markedupfiles/003.txt,2,273,False
typically dominated,302,./markedupfiles/003.txt,2,301,False
segregated employment.,311,./markedupfiles/003.txt,2,310,False
"employment. ""Unfortunately",312,./markedupfiles/003.txt,2,311,False
stereotypical ideas,322,./markedupfiles/003.txt,2,321,False
appropriate jobs,326,./markedupfiles/003.txt,2,325,False
"men. ""Career",333,./markedupfiles/003.txt,2,332,False
"""Career sexism",334,./markedupfiles/003.txt,2,333,False
male-dominated industry.,353,./markedupfiles/003.txt,2,352,False
industry. Construction,354,./markedupfiles/003.txt,2,353,False
even worse.,357,./markedupfiles/003.txt,2,356,False
"worse. ""But",358,./markedupfiles/003.txt,2,357,False
saying childcare,364,./markedupfiles/003.txt,2,363,False
childcare jobs,365,./markedupfiles/003.txt,2,364,False
men. Career,376,./markedupfiles/003.txt,2,375,False
Career sexism,377,./markedupfiles/003.txt,2,376,False
"ways."" She",381,./markedupfiles/003.txt,2,380,False
She added,382,./markedupfiles/003.txt,2,381,False
"figures. ""The",397,./markedupfiles/003.txt,2,396,False
"""The average",398,./markedupfiles/003.txt,2,397,False
average woman,399,./markedupfiles/003.txt,2,398,False
woman working,400,./markedupfiles/003.txt,2,399,False
working full-time,401,./markedupfiles/003.txt,2,400,False
every pound,409,./markedupfiles/003.txt,2,408,False
earning. For,414,./markedupfiles/003.txt,2,413,False
For women,415,./markedupfiles/003.txt,2,414,False
women working,416,./markedupfiles/003.txt,2,415,False
working part-time,417,./markedupfiles/003.txt,2,416,False
The Department,422,./markedupfiles/003.txt,2,421,False
experts panel,437,./markedupfiles/003.txt,2,436,False
TUC. It,442,./markedupfiles/003.txt,2,441,False
equal wage,454,./markedupfiles/003.txt,2,453,False
wage policies.,455,./markedupfiles/003.txt,2,454,False
policies. Research,456,./markedupfiles/003.txt,2,455,False
Research conducted,457,./markedupfiles/003.txt,2,456,False
year revealed,463,./markedupfiles/003.txt,2,462,False
many Britons,466,./markedupfiles/003.txt,2,465,False
"""natural differences""",480,./markedupfiles/003.txt,2,479,False
sexes. Women,484,./markedupfiles/003.txt,2,483,False
top positions,492,./markedupfiles/003.txt,2,491,False
unions according,504,./markedupfiles/003.txt,2,503,False
figures. And,508,./markedupfiles/003.txt,2,507,False
male counterparts,520,./markedupfiles/003.txt,2,519,False
average. Watchdog,523,./markedupfiles/003.txt,2,522,False
Watchdog probes,1,./markedupfiles/002.txt,2,0,False
probes e-mail,2,./markedupfiles/002.txt,2,1,False
e-mail deletions,3,./markedupfiles/002.txt,2,2,False
deletions The,4,./markedupfiles/002.txt,2,3,False
The information,5,./markedupfiles/002.txt,2,4,False
information commissioner,6,./markedupfiles/002.txt,2,5,False
urgently asking,11,./markedupfiles/002.txt,2,10,False
Cabinet Office,16,./markedupfiles/002.txt,2,15,False
telling staff,19,./markedupfiles/002.txt,2,18,False
delete e-mails,22,./markedupfiles/002.txt,2,21,False
three months,26,./markedupfiles/002.txt,2,25,False
months old.,27,./markedupfiles/002.txt,2,26,False
old. Richard,28,./markedupfiles/002.txt,2,27,False
Richard Thomas,29,./markedupfiles/002.txt,2,28,True
"Thomas ""totally",30,./markedupfiles/002.txt,2,29,False
"""totally condemned""",31,./markedupfiles/002.txt,2,30,False
information laws,44,./markedupfiles/002.txt,2,43,False
laws coming,45,./markedupfiles/002.txt,2,44,False
January. Government,51,./markedupfiles/002.txt,2,50,False
Government guidance,52,./markedupfiles/002.txt,2,51,False
"""no current",63,./markedupfiles/002.txt,2,62,False
"current purpose""",64,./markedupfiles/002.txt,2,63,False
"purpose"" Mr",65,./markedupfiles/002.txt,2,64,False
Mr Thomas,66,./markedupfiles/002.txt,2,65,True
Thomas said.,67,./markedupfiles/002.txt,2,66,False
said. The,68,./markedupfiles/002.txt,2,67,False
The Tories,69,./markedupfiles/002.txt,2,68,False
Lib Dems,73,./markedupfiles/002.txt,2,72,False
new rules.,81,./markedupfiles/002.txt,2,80,False
rules. Tory,82,./markedupfiles/002.txt,2,81,False
Tory leader,83,./markedupfiles/002.txt,2,82,False
leader Michael,84,./markedupfiles/002.txt,2,83,False
Michael Howard,85,./markedupfiles/002.txt,2,84,True
Tony Blair,90,./markedupfiles/002.txt,2,89,True
Blair demanding,91,./markedupfiles/002.txt,2,90,False
new rules,97,./markedupfiles/002.txt,2,96,False
e-mail retention.,100,./markedupfiles/002.txt,2,99,False
retention. On,101,./markedupfiles/002.txt,2,100,False
On Monday,102,./markedupfiles/002.txt,2,101,False
Monday Lib,103,./markedupfiles/002.txt,2,102,False
Lib Dem,104,./markedupfiles/002.txt,2,103,False
Dem constitutional,105,./markedupfiles/002.txt,2,104,False
constitutional affairs,106,./markedupfiles/002.txt,2,105,False
affairs committee,107,./markedupfiles/002.txt,2,106,False
committee chairman,108,./markedupfiles/002.txt,2,107,False
chairman Alan,109,./markedupfiles/002.txt,2,108,False
Alan Beith,110,./markedupfiles/002.txt,2,109,True
government e-mails,119,./markedupfiles/002.txt,2,118,False
key probes,126,./markedupfiles/002.txt,2,125,False
Hutton Inquiry.,130,./markedupfiles/002.txt,2,129,False
Inquiry. The,131,./markedupfiles/002.txt,2,130,False
The timing,132,./markedupfiles/002.txt,2,131,False
new rules,136,./markedupfiles/002.txt,2,135,False
Information Act,143,./markedupfiles/002.txt,2,142,False
"""too unlikely",149,./markedupfiles/002.txt,2,148,False
"coincidence"" Mr",155,./markedupfiles/002.txt,2,154,False
Mr Beith,156,./markedupfiles/002.txt,2,155,True
Beith said.,157,./markedupfiles/002.txt,2,156,False
said. But,158,./markedupfiles/002.txt,2,157,False
Cabinet Office,161,./markedupfiles/002.txt,2,160,False
Office spokeswoman,162,./markedupfiles/002.txt,2,161,False
new laws,171,./markedupfiles/002.txt,2,170,False
"""the destruction",174,./markedupfiles/002.txt,2,173,False
"important records"".",177,./markedupfiles/002.txt,2,176,False
"records"". Mr",178,./markedupfiles/002.txt,2,177,False
